scid,context,doc_name,doc_context,rcid
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.4.9总行及已部署数据库操作和运维操作审计系统的分行应通过数据库操作和运维操作审计系统进行生产数据非计划性修改，不得直接登录系统后台进行操作。",1639
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""应用系统版本变更方案须经分行信息技术部门负责人审批通过后，变更实施人方可按照变更方案进行实施。",2897
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更需由分行信息技术部门负责人审批同意后方可实施。",2907
105,"信息系统处室负责人",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.4.2修改生产数据的脚本、修改计划和应急预案经信息技术部门分管生产运行的负责人和科技开发部门分管系统应用维护的负责人（总行实施时）或分行信息技术部门负责人（分行实施时）审批后方能实施数据修改。总行科技开发部门负责系统应用维护的室技术方案制定人员对修改生产数据脚本、过程、应急预案的正确性负责；总行科技开发部门负责信息系统应用维护的室技术实施人员对操作的正确性负责。分行信息技术部门负责人对修改生产数据脚本、过程、应急预案的正确性、操作的正确性负责。",1632
105,"信息系统处室负责人",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）总行端数据修改技术方案由科技开发部门负责系统应用维护的室负责人、部门分管负责人，信息技术部门负责科技安全的室负责人等进行审核。审核通过后提交信息技术部门负责生产运行的室负责人审核，通过后若准生产环境具备验证条件的，应在准生产环境中运行修改脚本进行验证，并由申请人员验证修改的正确性，验证通过后，由负责生产运行的室负责人审核测试结果，并提交信息技术部门分管生产运行的负责人审批；如无法进行验证操作，应在审核流程中说明，并制定相应的应急预案后提交信息技术部门分管生产运行的负责人审批。",1628
105,"信息系统处室负责人",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）分行端系统数据修改技术方案应由分行信息技术部门技术人员在测试环境中验证，并将测试结果提交分行信息技术部门负责人审核，若无法进行验证操作应由分行信息技部门负责人在审批流程中说明并制定相应的应急预案。 ",1629
105,"信息系统处室负责人",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）分行（含二级分行）申请对总行管理的系统进行生产数据非计划性修改，由支行分管副行长（业务范围如不涉及此项可缺省）、分行业务部门负责人、分行信息技术部门负责人、分行业务分管行领导审批，并连同相关材料提交总行业务部门，经总行业务部门分管领导审批同意后，提交总行信息技术部门。",1620
105,"信息系统处室负责人",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（3）总行业务部门申请对总行管理的系统进行生产数据非计划性修改，由总行业务主管部门负责人审批后提交总行信息技术部门。",1621
105,"信息系统处室负责人",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）对分行（含二级分行）管理的系统进行生产数据非计划性修改，由支行分管副行长（业务范围如不涉及此项可缺省）、分行业务部门负责人、分行信息技术部门负责人、分行分管业务部门的行领导审批。",1619
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""4.1.9总行重大变更操作手册评审",2786
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""总行重大变更操作手册评审由总行信息科技部门牵头组织。",2787
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）重大变更实施前7个工作日，由信息系统负责人或变更实施人所在室负责人组织完成操作手册编写和评审，确保操作手册内容正确、完整和规范；其所在室负责人为重大变更操作手册评审的第一责任人。",2788
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）评审通过后的操作手册由参会评审人员、信息系统负责人、操作手册编写人所在室负责人签字确认，部门分管负责人审核并签字。操作手册在重大变更前5个工作日完成提交。",2789
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）评审通过后的操作手册如发生变更，信息系统负责人应在操作手册中注明变更内容及变更原因，在重大变更前3个工作日组织重新评审，并将相关评审材料重新提交。",2790
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（4）重大变更演练期间，信用卡中心、信息科技部门相关室负责组织检查各自系统操作手册中每个步骤的执行情况，确保操作步骤准确无误。负责变更组织的室负责对操作步骤与操作手册的一致性进行抽查。",2791
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""4.1.10分行重大变更操作手册评审",2792
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更涉及分行操作的，由分行信息技术部门牵头组织完成变更操作手册评审。",2793
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）分行信息技术部门负责人为分行重大变更操作手册评审的第一责任人。在重大变更实施前10工作日，组织完成操作手册的编写和评审，确保操作手册内容正确、完整和规范；评审通过后的操作手册由参会评审人员、分行信息系统负责人、分行信息技术部门负责人签字确认。",2794
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）分行将评审通过后的操作手册提交总行信息科技部门审核，总行信息科技部门相关室负责在重大变更实施前7个工作日，完成操作手册的审核，并由总行对应系统负责人签字确认。操作手册在重大变更实施前5个工作日完成提交。",2795
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""    （3）审核通过后的操作手册如有变更，分行信息系统负责人应在操作手册中注明变更内容及变更原因，在重大变更实施前3个工作日组织重新评审，并将相关评审材料重新提交。",2796
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第七条 总行信息科技部门负责组织设备验收、运行维护、报废技术鉴定、盘点，技术培训等，并负责检查、指导分行设备管理工作。",53
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第五条 总行办公室是总行固定资产实物管理部门，负责总行设备的入库、实物帐登记、固定资产标签管理、报废处置以及资源管理信息系统的录入、查询统计等工作。",51
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第十条 总行信息技术部门负责系统管理、机房基础设施管理、网络管理和科技安全管理的室，须设立设备协管员，负责辖内设备实物帐登记，协助负责设备管理的室进行设备的盘点、报废等工作，参与设备验收工作。",56
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第九条 总行信息技术部门负责机房值班管理的室负责设备进出的审批登记，定期核对设备进出及变更情况，负责设备到货验收等工作。",55
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第八条 总行信息技术部门负责设备管理的室负责设备固定资产管理，组织验收、盘点、报废技术鉴定等；负责系统管理、机房基础设施管理、网络管理、科技安全管理的室分别是计算机主机和外围设备、机房基础设施设备、网络设备和安全设备的归口管理室，负责设备的日常管理和维护，并参与设备的验收；负责商务管理的室负责设备商务合同管理。",54
200,"检查信贷系统网络环境，保证用操作终端访问信贷系统前台IE界面正常，保证操作终端登录信贷系统应用主机后台、数据库主机后台操作系统正常。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（一）基础设施管理，重点包括机房环境设施、网络管理、主机系统与数据库管理、设备管理等内容。",3483
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""总行购置的设备，根据设备采购的发起形式不同，分别由信息科技部门各相关室进行验收。由设备归口管理室汇总多项目需求进行统一采购的设备，由负责设备管理的室、设备归口管理室和负责机房值班管理的室进行验收。根据单个项目需求进行采购的设备，由负责设备管理的室、设备归口管理室、负责项目技术实施的室和负责机房值班管理的室进行验收（具体流程详见附件1，分行可参照总行流程制定设备验收流程）。",60
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第十三条 总行设备到货验收由信息技术部门负责机房值班管理的室负责。负责机房值班管理的室组织设备归口管理室、负责项目技术实施的室（根据单个项目需求进行采购的设备到货验收时参加）以及供货商人员组成到货验收工作组，根据与供货商签订的设备采购合同及供货商提供的设备清单对设备的数量及型号进行验收，并填写《华夏银行信息系统设备到货验收单》（模板详见附件2）。",61
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第十六条 总行设备的现场验收由信息技术部门负责设备管理的室负责。由负责设备管理的室组织设备归口管理室、负责项目技术实施的室（根据单个项目需求进行采购的设备现场验收时参加）以及供货商人员组成设备现场验收工作组，按照设备购置标准及合同要求，对设备进行现场验收，并填写《华夏银行信息系统设备现场验收单》（模板详见附件3）。设备现场验收内容包括：",65
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第十七条 总行设备的稳定运行验收由信息技术部门负责设备管理的室负责。设备完成现场验收，并经过合同规定的稳定运行期后，由负责设备管理的室组织设备归口管理室、负责项目技术实施的室（根据单个项目需求进行采购的设备稳定运行验收时参加）以及供货商人员等组成稳定运行验收工作组，进行设备稳定运行验收，并填写《华夏银行信息系统设备稳定运行验收单》（模板详见附件4）。设备稳定运行验收内容包括：",70
217,"使用dcms用户登录110.17.1.21，使用命令：目录下执行脚本：",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""4.6.6重大变更、常规变更和标准变更实施人进入机房或操作间实施变更时，要按照出入机房、操作间要求提出申请，经批准后方可在机房或操作间实施变更，在提交进出机房、操作间申请时，需填写已经批准并计划执行的变更号，变更完成后需将变更完成情况告知值班人员，并在一个工作日内完成变更流程的确认。变更实施时如需使用操作系统用户口令，还应按照我行用户口令管理的相关要求进行申请及使用。",2880
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""    第二十条 总行信息技术部门负责制定全行统一的设备标识标准，包括设备编码规则和实物条形码标识规格，并配合固定资产实物管理部门完成以下工作：",79
69,"总行信息科技部门牵头组织的评审",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""根据单个项目需求进行采购的，合同总金额在1000万元以下的，须经信息科技部门负责项目技术实施的室负责人审核；合同总金额在1000万元（含）以上，3000万元以下的，须经信息科技部门分管负责项目技术实施室的负责人审批；设备采购合同总金额在3000万元（含）以上的，须经负责项目技术实施的室所在部门负责人审批。",76
21,"操作手册创建、变更记录表",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更管理包括变更范围确定，变更方案制定、风险评估、报备、方案评审和发布，业务培训、公告、操作手册评审、实施及后评价等工作。",2754
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）重要信息系统基本信息：包括系统名称、业务功能，操作系统、数据库、中间件情况，应用架构、技术架构、数据架构，生产主机备份方案、数据备份方案，运行管理部门和维护支持人员及联系方式，是否已具备灾备环境等。",2762
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）系统服务级别为三级信息系统的数据备份要求为每日进行全量数据备份，备份磁带保存期限为3个月；年末生产数据实行双份备份并永久保存，一份本地存放，另一份同城异地存放。",1490
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第八条 总行信息技术部门负责设备管理的室负责设备固定资产管理，组织验收、盘点、报废技术鉴定等；负责系统管理、机房基础设施管理、网络管理、科技安全管理的室分别是计算机主机和外围设备、机房基础设施设备、网络设备和安全设备的归口管理室，负责设备的日常管理和维护，并参与设备的验收；负责商务管理的室负责设备商务合同管理。",54
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""    （3）审核通过后的操作手册如有变更，分行信息系统负责人应在操作手册中注明变更内容及变更原因，在重大变更实施前3个工作日组织重新评审，并将相关评审材料重新提交。",2796
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）评审通过后的操作手册如发生变更，信息系统负责人应在操作手册中注明变更内容及变更原因，在重大变更前3个工作日组织重新评审，并将相关评审材料重新提交。",2790
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）分行将评审通过后的操作手册提交总行信息科技部门审核，总行信息科技部门相关室负责在重大变更实施前7个工作日，完成操作手册的审核，并由总行对应系统负责人签字确认。操作手册在重大变更实施前5个工作日完成提交。",2795
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）分行信息技术部门负责人为分行重大变更操作手册评审的第一责任人。在重大变更实施前10工作日，组织完成操作手册的编写和评审，确保操作手册内容正确、完整和规范；评审通过后的操作手册由参会评审人员、分行信息系统负责人、分行信息技术部门负责人签字确认。",2794
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）对于系统定期重启、定期日志清理等对日期有特殊要求的标准变更，以及监管、外部单位对日期有特殊要求的常规变更，经生产调度会评估通过后可按照系统的特定要求确定变更时间窗口。其他对变更时间有特殊要求的变更，经生产调度会评估，可按评估确定的时间执行。",2870
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""常规变更和标准变更的变更日期要依据年度生产调度表执行，年度生产调度表由信息科技部门负责生产运行的室编制。原则上每周四、周六作为常规变更日，周四或周六如为特殊日期（如结息日、年终决算前二周，国家重大活动开幕、闭幕期间等），由生产调度会确定其他日期作为变更日，每月最后两个工作日原则上不作为变更日。周四变更日原则上不进行与客户相关系统的变更，周六变更日主要实施与客户相关系统的变更、当日不对外服务系统的变更以及超过周四变更日变更总量的变更。",2865
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""常规变更按照变更内容分为应用系统版本变更、非应用系统版本变更及生产数据非计划性修改等。",2895
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.4.3若数据下载操作影响生产系统的正常运行（如导致系统资源超阈值、日常交易超时、批处理操作延迟等），应立即停止数据下载操作，并向值班经理报告。",1568
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""    按照变更内容，常规变更分为应用系统版本变更、非应用系统版本变更及生产数据非计划性修改等。",2805
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""标准变更实行准入准出机制。针对日常操作中经常出现，变更方案成熟，技术风险和业务风险均可控的常规变更（如网络端口配置、增加操作系统级用户等，但应用系统版本变更除外），可纳入标准变更管理。受理此类变更的室可向生产调度会提交经室负责人审核的《华夏银行信息系统标准变更申请表》（模板参见附件1），对标准变更申请进行评估，评估通过的申请列入标准变更列表，后续同类变更可按照标准变更流程执行。",2823
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）重大变更实施前7个工作日，由信息系统负责人或变更实施人所在室负责人组织完成操作手册编写和评审，确保操作手册内容正确、完整和规范；其所在室负责人为重大变更操作手册评审的第一责任人。",2788
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）评审通过后的操作手册由参会评审人员、信息系统负责人、操作手册编写人所在室负责人签字确认，部门分管负责人审核并签字。操作手册在重大变更前5个工作日完成提交。",2789
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""生产调度会原则上每周召开一次，讨论本周变更安排。评估范围原则上包括标准变更和解决P3级（含）以上生产问题或由网络、系统、安全等运维人员主动发起，为解决系统潜在风险进行的常规变更。如果变更不属于标准变更，且不属于解决P3级及以上生产问题的常规变更，变更方案制订人，分管变更方案制定、变更实施的部门负责人及该系统风险总包负责人应参加生产调度会。如参会人员缺席，则与该缺席人员相关的变更不在当周的调度会上讨论，不安排当周实施变更。",2846
173,"上线前进行每日生产运维日常常规巡检，检查信贷系统应用主机、信贷系统数据库主机的文件空间、CPU、内存使用状况，无异常，表示此准备工作完成。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""4.7由科技开发部门负责系统应用维护的室牵头，信息技术部负责系统管理的室配合，按照信息系统的分类，依据本细则在各系统运维手册中制定相应的备份与恢复验证测试详细方案及操作步骤，包括日常备份、特殊日期备份以及备份的具体日期、时间、备份方式、备份介质、保存期限、数据恢复验证测试频率等。",1514
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）重大变更实施方案正式发布后，原则上不允许修改。如需修改，应参照信息科技年度应用系统软硬件升级及演练计划管理流程的要求，变更提出室以书面形式说明变更内容、变更原因、变更影响分析和变更风险评估等，经室负责人、部门分管负责人签字同意，提请变更实施总指挥审批同意后，根据审批意见修订方案并重新发布。",2779
105,"信息系统处室负责人",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施前4周和1周，应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头，负责项目管理的室组织完成风险评估；不涉及应用系统版本变化的操作系统、数据库、中间件、硬件升级，网络变更，生产机房、灾备机房基础设施和环境改造、场地迁移等由信息技术部门分管负责人或以上人员牵头，负责科技安全的室组织完成风险评估。评估内容包括系统功能缺陷、客户信息泄露、业务中断、交易缓慢或其他因素造成的操作风险、法律风险和声誉风险等。",2770
58,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""普通变更实施完成后，信息技术部门负责生产运行的室对变更执行情况、因变更引起的生产问题进行记录和后评价，后评价内容应包括因变更引起的生产问题数量、问题发生的原因，整改措施、责任人及完成时限等。负责制度与操作管理的室负责对变更操作的合规性进行抽查审计。",2843
58,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）该变更如为已评审的标准变更，方案制定人员在方案内容一栏注明该变更为标准变更及标准变更列表中的编号，并填写影响范围和工作量估算，完成后提交所在室变更经理。",2833
58,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""对于通过自动同步方式变更的灾备环境变更，变更实施完成后不再进行后评价，灾备环境沿用生产环境变更后评价结果；对于灾备环境独立进行的变更，由负责应急与灾备管理的室对变更执行情况、变更实施后的运行情况进行记录和后评价，后评价内容应包括因变更引起的问题数量、问题发生的原因，整改措施、责任人及完成时限等。",2859
58,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2808
58,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施完成后1个月内，由负责变更组织的室按照监管要求，向监管部门或其派出机构提交总结报告材料，内容包括但不限于：变更方案执行情况、效果，问题发现和处理情况，后续改进措施；如变更失败，应详细说明失败原因。",2801
58,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""在重大变更实施完成后1个月内，应用系统阶段版本等变更，由信息科技部门负责项目管理的室对变更实施后，因变更引起的生产问题进行跟踪和后评价，其他变更引起的生产问题由负责变更实施的室进行跟踪和后评价，后评价内容应包括因变更引起的生产问题数量、问题发生的原因，整改措施、责任人及完成时限等。",2800
58,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）变更内容或操作步骤发生根本性变化，导致变更风险不可控；",2825
58,"操作手册为新创建时，无需填写“变更内容”、“变更原因”；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）申请人提出变更申请，变更申请应按变更类别分别提出变更申请单，禁止在一个变更申请单中涵盖多个系统的变更申请（相互关联的变更除外）。变更申请的内容应包含：申请单位、申请人、申请变更系统、变更类别、变更摘要、申请变更原因和内容等。变更摘要格式统一约定为：关于XX变更（简要描述所进行的变更）的申请。变更申请经变更申请人所在室负责人审核后，提交变更受理室。",2812
200,"检查信贷系统网络环境，保证用操作终端访问信贷系统前台IE界面正常，保证操作终端登录信贷系统应用主机后台、数据库主机后台操作系统正常。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.4.3若数据下载操作影响生产系统的正常运行（如导致系统资源超阈值、日常交易超时、批处理操作延迟等），应立即停止数据下载操作，并向值班经理报告。",1568
207,"系统升级操作流程",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""标准变更实行准入准出机制。针对日常操作中经常出现，变更方案成熟，技术风险和业务风险均可控的常规变更（如网络端口配置、增加操作系统级用户等，但应用系统版本变更除外），可纳入标准变更管理。受理此类变更的室可向生产调度会提交经室负责人审核的《华夏银行信息系统标准变更申请表》（模板参见附件1），对标准变更申请进行评估，评估通过的申请列入标准变更列表，后续同类变更可按照标准变更流程执行。",2823
