scid,context,doc_name,doc_context,rcid
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）对分行（含二级分行）管理的系统进行生产数据非计划性修改，由支行分管副行长（业务范围如不涉及此项可缺省）、分行业务部门负责人、分行信息技术部门负责人、分行分管业务部门的行领导审批。",1619
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）生产数据非计划性修改如涉及以下特殊情况，对总行管理的系统进行生产数据非计划性修改，由总行经办业务部门起草签报，会签内控合规部门、操作风险管理部门，对数据修改的合规性进行审核，报分管行领导审批通过后，作为数据修改申请的附件提交总行信息技术部门负责生产运行的室。对分行管理的系统进行生产数据非计划性修改，由分行经办业务部门起草签报，会签分行内控合规部门，对数据修改的合规性进行审核，报分管行领导审批通过后，作为数据修改申请的附件提交分行信息技术部门。签报至少包括修改原因、修改内容及外部影响等详细内容。",1613
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）分行（含二级分行）申请对总行管理的系统进行生产数据非计划性修改，由支行分管副行长（业务范围如不涉及此项可缺省）、分行业务部门负责人、分行信息技术部门负责人、分行业务分管行领导审批，并连同相关材料提交总行业务部门，经总行业务部门分管领导审批同意后，提交总行信息技术部门。",1620
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（3）总行业务部门申请对总行管理的系统进行生产数据非计划性修改，由总行业务主管部门负责人审批后提交总行信息技术部门。",1621
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）总行端数据修改技术方案由科技开发部门负责系统应用维护的室负责人、部门分管负责人，信息技术部门负责科技安全的室负责人等进行审核。审核通过后提交信息技术部门负责生产运行的室负责人审核，通过后若准生产环境具备验证条件的，应在准生产环境中运行修改脚本进行验证，并由申请人员验证修改的正确性，验证通过后，由负责生产运行的室负责人审核测试结果，并提交信息技术部门分管生产运行的负责人审批；如无法进行验证操作，应在审核流程中说明，并制定相应的应急预案后提交信息技术部门分管生产运行的负责人审批。",1628
31,"（4）更新文件转发配置信息表SYS_TRANS_SMS中的文件转发参数配置，将party_id中的新增加合作方替换为原合作方，例如RKSD522更新为RKSD1；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）本细则所称系统配置变更是指与生产环境、灾备环境相关的系统容量变更和系统配置参数变更，包括但不限于数据库空间变更、存储空间变更；非业务前台界面维护的应用系统参数变更；操作系统、中间件、数据库等参数变更、漏洞和补丁修补以及版本变更；信息科技部门通过参数设置界面实现的参数变更等。",2740
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.5.1总行信息技术部门负责生产运行的室和分行信息技术部门负责建立生产数据非计划性修改台账，每月统计和分析生产数据非计划性修改的系统及次数、修改原因分类等。每季度将统计分析结果报总行信息技术部门负责操作风险管理的室，涉及关键指标时，按照我行操作风险关键风险指标管理相关规定执行。",1643
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""10.2本细则自2014年8月18日起实施。原《华夏银行信息系统生产数据管理实施细则》（华银制〔2013〕284号）同日废止。",1653
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""总行科技开发部门负责系统应用维护的室或分行信息技术部门依据业务方案制定技术方案。",1624
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）总行端数据修改技术方案由科技开发部门负责系统应用维护的室负责人、部门分管负责人，信息技术部门负责科技安全的室负责人等进行审核。审核通过后提交信息技术部门负责生产运行的室负责人审核，通过后若准生产环境具备验证条件的，应在准生产环境中运行修改脚本进行验证，并由申请人员验证修改的正确性，验证通过后，由负责生产运行的室负责人审核测试结果，并提交信息技术部门分管生产运行的负责人审批；如无法进行验证操作，应在审核流程中说明，并制定相应的应急预案后提交信息技术部门分管生产运行的负责人审批。",1628
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""4.7.2.3为加强生产变更风险管理，对于具备测试条件（含性能测试）的变更，生产变更实施前，方案制定人、方案实施人等相关人员在准生产环境上进行严格、完整的模拟测试；不具备测试条件或分管变更受理室的部门负责人确认不需要测试的变更，需说明原因；纳入标准变更列表的变更，不需要进行测试。",2891
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）分行（含二级分行）申请对总行管理的系统进行生产数据非计划性修改，由支行分管副行长（业务范围如不涉及此项可缺省）、分行业务部门负责人、分行信息技术部门负责人、分行业务分管行领导审批，并连同相关材料提交总行业务部门，经总行业务部门分管领导审批同意后，提交总行信息技术部门。",1620
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（3）总行业务部门申请对总行管理的系统进行生产数据非计划性修改，由总行业务主管部门负责人审批后提交总行信息技术部门。",1621
34,"（2）新上线的88家合作方须经过网络联调后才会开展业务，本次接入对新合作方业务产生影响的风险较小。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）重大变更是指影响全辖或一家（含）以上分行系统服务、业务中断时间3小时（含）以上的重要信息系统以及支持其运行的基础设施变更，包括应用系统阶段版本变更、重大生产环境和硬件变更、网络及核心系统应用架构变更等；其他对我行重要业务运营及重要信息系统的可用性、完整性、安全性具有较大潜在影响的变更等。重大变更计划需经分管信息科技的行领导审批同意，并正式发布。",2747
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""生产数据非计划性修改按照我行信息系统生产数据管理的有关规定执行。",2905
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.1正常情况下生产系统数据只允许经过规定的授权后，通过应用系统菜单进行修改。",1606
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）生产数据非计划性修改如涉及以下特殊情况，对总行管理的系统进行生产数据非计划性修改，由总行经办业务部门起草签报，会签内控合规部门、操作风险管理部门，对数据修改的合规性进行审核，报分管行领导审批通过后，作为数据修改申请的附件提交总行信息技术部门负责生产运行的室。对分行管理的系统进行生产数据非计划性修改，由分行经办业务部门起草签报，会签分行内控合规部门，对数据修改的合规性进行审核，报分管行领导审批通过后，作为数据修改申请的附件提交分行信息技术部门。签报至少包括修改原因、修改内容及外部影响等详细内容。",1613
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""生产数据非计划性修改审批按照属地管理的原则进行逐级、逐部门审批，先业务部门审批，后信息科技部门审批。",1618
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）对分行（含二级分行）管理的系统进行生产数据非计划性修改，由支行分管副行长（业务范围如不涉及此项可缺省）、分行业务部门负责人、分行信息技术部门负责人、分行分管业务部门的行领导审批。",1619
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""7.2审计部门应对重要信息系统变更管理和操作等定期开展审计工作，针对发现的问题提出整改意见。",2915
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""8.2本细则自2014年11月13日起实施，原《华夏银行信息系统变更管理实施细则》（华银制〔2014〕13号）同日废止。",2918
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2808
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""标准变更实行准入准出机制。针对日常操作中经常出现，变更方案成熟，技术风险和业务风险均可控的常规变更（如网络端口配置、增加操作系统级用户等，但应用系统版本变更除外），可纳入标准变更管理。受理此类变更的室可向生产调度会提交经室负责人审核的《华夏银行信息系统标准变更申请表》（模板参见附件1），对标准变更申请进行评估，评估通过的申请列入标准变更列表，后续同类变更可按照标准变更流程执行。",2823
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（5）变更受理室负责人对变更方案进行审核，涉及到生产环境中断服务的变更申请，由变更受理室负责人组织召开变更评审会，并结合变更评审情况，对变更方案进行完善。",2816
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""生产调度会由信息技术部门数据中心负责人或以上人员主持，参会人员包括信息科技部门负责科技安全、生产运行、系统管理、应急与灾备、网络管理、项目管理、质量与版本管理、测试、变更方案制定室、变更实施室负责人或指定代理人（指定代理人需熟悉本室业务）以及其它与生产调度管理相关的人员。通过参数设置界面实现的核心系统控制参数变更，参数设置方案制定室和实施室负责人或指定代理人须参会。",2845
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）本细则所称系统配置变更是指与生产环境、灾备环境相关的系统容量变更和系统配置参数变更，包括但不限于数据库空间变更、存储空间变更；非业务前台界面维护的应用系统参数变更；操作系统、中间件、数据库等参数变更、漏洞和补丁修补以及版本变更；信息科技部门通过参数设置界面实现的参数变更等。",2740
1,"生产环境88家合作方接入端口复用实现方案",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）重要信息系统基本信息：包括系统名称、业务功能，操作系统、数据库、中间件情况，应用架构、技术架构、数据架构，生产主机备份方案、数据备份方案，运行管理部门和维护支持人员及联系方式，是否已具备灾备环境等。",2762
36,"在规定的时间内进行操作，两台服务器单独错开进行重启，服务不中断，保证了业务的连续性。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）重要信息系统基本信息：包括系统名称、业务功能，操作系统、数据库、中间件情况，应用架构、技术架构、数据架构，生产主机备份方案、数据备份方案，运行管理部门和维护支持人员及联系方式，是否已具备灾备环境等。",2762
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施前4周和1周，应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头，负责项目管理的室组织完成风险评估；不涉及应用系统版本变化的操作系统、数据库、中间件、硬件升级，网络变更，生产机房、灾备机房基础设施和环境改造、场地迁移等由信息技术部门分管负责人或以上人员牵头，负责科技安全的室组织完成风险评估。评估内容包括系统功能缺陷、客户信息泄露、业务中断、交易缓慢或其他因素造成的操作风险、法律风险和声誉风险等。",2770
36,"在规定的时间内进行操作，两台服务器单独错开进行重启，服务不中断，保证了业务的连续性。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）生产数据非计划性修改如涉及以下特殊情况，对总行管理的系统进行生产数据非计划性修改，由总行经办业务部门起草签报，会签内控合规部门、操作风险管理部门，对数据修改的合规性进行审核，报分管行领导审批通过后，作为数据修改申请的附件提交总行信息技术部门负责生产运行的室。对分行管理的系统进行生产数据非计划性修改，由分行经办业务部门起草签报，会签分行内控合规部门，对数据修改的合规性进行审核，报分管行领导审批通过后，作为数据修改申请的附件提交分行信息技术部门。签报至少包括修改原因、修改内容及外部影响等详细内容。",1613
36,"在规定的时间内进行操作，两台服务器单独错开进行重启，服务不中断，保证了业务的连续性。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.4.3生产数据修改应在没有业务或业务量少的日期和时间窗口进行，尽量为回退留出较多时间。",1633
36,"在规定的时间内进行操作，两台服务器单独错开进行重启，服务不中断，保证了业务的连续性。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.4.5修改操作要严格按照技术方案实施，双人进行，一人操作，一人复核。业务人员做好数据修改后的验证准备工作，非现场技术和业务支持人员要保持通讯畅通。",1635
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""3.2中级安全等级数据是指存在较高安全风险，被篡改或泄露后会对我行造成较大影响的生产数据。如交易账号等业务数据；系统账号、交易日志、系统日志等系统数据；客户名称（客户姓名）、账户名称、电话号码、身份证号、客户地址、单位名称、经济收入、信用等级、公司营业执照号及税务登记号等客户数据。",1478
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""生产数据备份分为系统级备份、业务数据备份与应用程序备份。系统级备份是指生产系统所使用的操作系统、数据库、中间件等基础软件的备份；业务数据备份是指生产系统所产生的数据文件、数据记录以及数据库归档日志等数据的备份；应用程序备份是指应用程序相关程序代码以及配置文件的备份。",1485
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（5）支持集中备份信息系统的业务数据备份，由信息技术部门负责系统管理的室负责实施；由于基础软件、产品自身限制等原因不支持集中备份的信息系统，由科技开发部门负责系统应用维护的室负责实施。没有业务数据的系统，如视频会议系统、桌面管控管理系统等，无需进行业务数据备份。存放客户或银行内部账务数据的系统，包含总账系统以及向总账系统提供账务数据的系统，年末生产数据备份实行双份备份，一份本地保存，另一份同城异地保存，保存期限为永久保存。",1493
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""系统级备份由信息技术部门负责系统管理的室负责，基于AIX平台系统服务级别为三、四、五级的信息系统每年进行1次，保存期限为1年，备份方式主要采用磁带备份或备份软件集中备份；系统服务级别为一、二级以及非AIX平台的信息系统主要采用对基础软件安装介质进行刻盘保存与磁盘克隆的方式备份，不同平台不同基础软件、不同版本基于不同介质各备份2套。",1487
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）系统服务级别为四、五级信息系统的数据应实现异地同步复制，每日日结后进行全量数据备份，备份磁带保存期限为3个月；年末、结息日等特定业务日期实行双份备份，一份本地存放，另一份同城异地存放，其中年末数据备份永久保存，结息日等数据备份保存期限为15年。",1489
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（4）对于系统服务级别为一级及未定级的信息系统，业务数据量低于2T（含）时，至少每周进行一次全量数据备份，数据量超过2T小于10T（含）时，至少每2周做一次全量数据备份，数据量超过10T时，每月做一次全量数据备份；除全量数据备份外，每日进行增量备份或日志备份。数据量小于10T（含）的系统，数据备份保存期限为3个月；数据量大于10T的系统，数据备份保存期限为2个月。",1492
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（5）支持集中备份信息系统的业务数据备份，由信息技术部门负责系统管理的室负责实施；由于基础软件、产品自身限制等原因不支持集中备份的信息系统，由科技开发部门负责系统应用维护的室负责实施。没有业务数据的系统，如视频会议系统、桌面管控管理系统等，无需进行业务数据备份。存放客户或银行内部账务数据的系统，包含总账系统以及向总账系统提供账务数据的系统，年末生产数据备份实行双份备份，一份本地保存，另一份同城异地保存，保存期限为永久保存。",1493
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""4.3.2 信息技术部负责系统管理的室负责对离线备份数据进行清理，清理时应对存储介质进行消磁操作，并做好消磁记录。清理完成后，清理人员提交《华夏银行生产数据存储介质消磁登记表》（模板参见附件1）",1498
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）评审通过后的操作手册如发生变更，信息系统负责人应在操作手册中注明变更内容及变更原因，在重大变更前3个工作日组织重新评审，并将相关评审材料重新提交。",2790
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）分行信息技术部门负责人为分行重大变更操作手册评审的第一责任人。在重大变更实施前10工作日，组织完成操作手册的编写和评审，确保操作手册内容正确、完整和规范；评审通过后的操作手册由参会评审人员、分行信息系统负责人、分行信息技术部门负责人签字确认。",2794
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）分行将评审通过后的操作手册提交总行信息科技部门审核，总行信息科技部门相关室负责在重大变更实施前7个工作日，完成操作手册的审核，并由总行对应系统负责人签字确认。操作手册在重大变更实施前5个工作日完成提交。",2795
14,"（1）通过支付融资系统管理端的【业务参数】→【管理信息设置】→【合作方信息管理】菜单，新增88家合作方基本信息；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""    （3）审核通过后的操作手册如有变更，分行信息系统负责人应在操作手册中注明变更内容及变更原因，在重大变更实施前3个工作日组织重新评审，并将相关评审材料重新提交。",2796
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""1.2.2本细则所称重要信息系统是指支撑重要业务，其信息安全和服务质量关系公民、法人和其他组织的权益，或关系社会秩序、公共利益乃至国家安全的信息系统。包括面向客户、涉及账务处理且实时性要求较高的业务处理类、渠道类和涉及客户风险管理等业务的管理类信息系统，以及支撑系统运行的机房和网络等基础设施。",2710
19,"（4）更新文件转发配置信息表SYS_TRANS_SMS中的文件转发参数配置，将party_id中的原合作方替换为新合作方，例如RKSD1更新为RKSD522；",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""（4）涉及系统平台（含操作系统、数据库、中间件等）相关参数配置等方面的问题，由信息科技部门负责系统管理的室作为问题主责室牵头解决；涉及应用系统参数（含操作系统、数据库、中间件等与应用系统相关的参数）等方面的问题，由信息科技部门负责应用系统维护的室作为问题主责室牵头解决。",3135
21,"（1）通过支付融资系统管理端的【业务参数】→【交易参数设置】→【合作方交易配置】菜单，对新增的88家合作方配置支持发起的交易；",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）本细则所称系统配置变更是指与生产环境、灾备环境相关的系统容量变更和系统配置参数变更，包括但不限于数据库空间变更、存储空间变更；非业务前台界面维护的应用系统参数变更；操作系统、中间件、数据库等参数变更、漏洞和补丁修补以及版本变更；信息科技部门通过参数设置界面实现的参数变更等。",2740
