scid,context,doc_name,doc_context,rcid
57,"从分行获取机器的全部安装参数，具体参数信息如下所示：",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第十一条 分行信息技术部门是分行设备管理部门，负责辖内设备配置、采购、验收、出入库、安装、维修、借用、调拨与迁移、盘点、报废、监督和检查等工作。",57
75,"系统启动时，进入到BIOS设置界面，将机器的启动顺序设置为从光驱驱动。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""生产调度会由信息技术部门数据中心负责人或以上人员主持，参会人员包括信息科技部门负责科技安全、生产运行、系统管理、应急与灾备、网络管理、项目管理、质量与版本管理、测试、变更方案制定室、变更实施室负责人或指定代理人（指定代理人需熟悉本室业务）以及其它与生产调度管理相关的人员。通过参数设置界面实现的核心系统控制参数变更，参数设置方案制定室和实施室负责人或指定代理人须参会。",2845
180,"ATM系统相关参数配置：（以下画面中括号内文字均为说明文字，并非屏幕显示文字）",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）本细则所称系统配置变更是指与生产环境、灾备环境相关的系统容量变更和系统配置参数变更，包括但不限于数据库空间变更、存储空间变更；非业务前台界面维护的应用系统参数变更；操作系统、中间件、数据库等参数变更、漏洞和补丁修补以及版本变更；信息科技部门通过参数设置界面实现的参数变更等。",2740
193,"首次安装机器，需要进行参数设置（参数由银行提供），输入05，进入到下面界面：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.8.2生产数据使用部门可根据需要对数据内容进行必要的修改和对数据格式进行转换。生产数据使用部门不得将生产数据原始数据在任何媒体或互联网上发布；数据下载用途是提供给第三方的，如第三方是现场检查，应在本行授权的机器上进行查看，未经许可不得将生产数据提供给第三方。不得在能够接入互联网的计算机上存储、使用、处理生产数据。",1595
87,"安装完XP系统后进行杀毒软件的安装，并在杀毒软件中添加白名单。（具体情况咨询杀毒软件方或者银行方面）",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""二线支持人员接收到B级普通事件后，应第一时间赶赴现场或其他指定地点，对事件进行分析和处置，根据事件处置情况与相关应用系统、操作系统、中间件、数据库、网络、基础设施、安全、需求等其他二线支持人员电话联系，共同对事件进行分析和处置；如10分钟之内无法通过电话指导解决，上述相关人员应立即到现场或安排有处置能力的人到现场解决。",3365
180,"ATM系统相关参数配置：（以下画面中括号内文字均为说明文字，并非屏幕显示文字）",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""生产数据备份分为系统级备份、业务数据备份与应用程序备份。系统级备份是指生产系统所使用的操作系统、数据库、中间件等基础软件的备份；业务数据备份是指生产系统所产生的数据文件、数据记录以及数据库归档日志等数据的备份；应用程序备份是指应用程序相关程序代码以及配置文件的备份。",1485
250,"       安装过程中如果遇到问题，请按以下方式联系：",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""（1）经所在室负责人审核同意，问题提出人向总行问题经理提交问题单。问题单包括但不限于以下内容：发生问题的系统名称、发生时间、现象描述、业务影响范围和影响程度、问题提出人、所在部门及联系方式等。",3123
27,"4.	系统初始化和相关参数配置。	20",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""生产调度会由信息技术部门数据中心负责人或以上人员主持，参会人员包括信息科技部门负责科技安全、生产运行、系统管理、应急与灾备、网络管理、项目管理、质量与版本管理、测试、变更方案制定室、变更实施室负责人或指定代理人（指定代理人需熟悉本室业务）以及其它与生产调度管理相关的人员。通过参数设置界面实现的核心系统控制参数变更，参数设置方案制定室和实施室负责人或指定代理人须参会。",2845
250,"       安装过程中如果遇到问题，请按以下方式联系：",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""6.3.1 总行问题主责人负责制定问题解决方案，经所在室负责人审核同意后，在规定时限内牵头解决问题，问题解决方案包括但不限于以下内容：问题解决步骤及分时计划，问题解决人员及分工，问题解决过程对业务及系统的影响评估等。问题在未得到彻底解决前，不允许进行流转与退回。",3140
193,"首次安装机器，需要进行参数设置（参数由银行提供），输入05，进入到下面界面：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.1.4生产数据管理部门应妥善保管载有在本地前后台计算机系统内安装的全部操作系统软件（含操作系统补丁程序）、数据库、通讯软件、开发工具软件、应用软件及应用软件和数据库的环境参数（库表）等软件和数据的光盘、磁带、软盘等介质。应用软件和银行业务信息属机密档案，应严格采取保密措施存放，并建立登记簿详细记录各介质出入库情况。",1520
193,"首次安装机器，需要进行参数设置（参数由银行提供），输入05，进入到下面界面：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""通过备份软件集中存储的系统级备份，由信息技术部门负责系统管理的室根据需要在主机更换、系统升级、灾备部署时进行恢复验证测试。采用安装介质刻盘或磁盘克隆的系统级备份无需进行恢复验证测试。",1503
54,"AO日志保存在       C:\MV\logs\AO\（每日凌晨自动重启一次后导出） ",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（4）对于系统服务级别为一级及未定级的信息系统，业务数据量低于2T（含）时，至少每周进行一次全量数据备份，数据量超过2T小于10T（含）时，至少每2周做一次全量数据备份，数据量超过10T时，每月做一次全量数据备份；除全量数据备份外，每日进行增量备份或日志备份。数据量小于10T（含）的系统，数据备份保存期限为3个月；数据量大于10T的系统，数据备份保存期限为2个月。",1492
156,"   在整个安装过程中，A:如果XP+SP系统安装完成后，如果系统已经安装有微软公司的.NET FrameWork低版本，",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）本细则所称应用系统版本变更是指生产环境、灾备环境应用系统（包括程序代码、数据库存储过程脚本等）的升级、改造或功能变更等。",2739
178,"请严格按照以下流程进行操作。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（5）违规操作类事件是指操作人员有意或无意未按既定流程、制度、规范等要求进行操作，造成信息系统可用性、完整性、安全性受到破坏的事件。",3314
156,"   在整个安装过程中，A:如果XP+SP系统安装完成后，如果系统已经安装有微软公司的.NET FrameWork低版本，",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施前4周和1周，应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头，负责项目管理的室组织完成风险评估；不涉及应用系统版本变化的操作系统、数据库、中间件、硬件升级，网络变更，生产机房、灾备机房基础设施和环境改造、场地迁移等由信息技术部门分管负责人或以上人员牵头，负责科技安全的室组织完成风险评估。评估内容包括系统功能缺陷、客户信息泄露、业务中断、交易缓慢或其他因素造成的操作风险、法律风险和声誉风险等。",2770
72,"应用安装光盘CD2      ",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.1.4生产数据管理部门应妥善保管载有在本地前后台计算机系统内安装的全部操作系统软件（含操作系统补丁程序）、数据库、通讯软件、开发工具软件、应用软件及应用软件和数据库的环境参数（库表）等软件和数据的光盘、磁带、软盘等介质。应用软件和银行业务信息属机密档案，应严格采取保密措施存放，并建立登记簿详细记录各介质出入库情况。",1520
156,"   在整个安装过程中，A:如果XP+SP系统安装完成后，如果系统已经安装有微软公司的.NET FrameWork低版本，",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""系统级备份由信息技术部门负责系统管理的室负责，基于AIX平台系统服务级别为三、四、五级的信息系统每年进行1次，保存期限为1年，备份方式主要采用磁带备份或备份软件集中备份；系统服务级别为一、二级以及非AIX平台的信息系统主要采用对基础软件安装介质进行刻盘保存与磁盘克隆的方式备份，不同平台不同基础软件、不同版本基于不同介质各备份2套。",1487
94,"网络检查，当XP+SP系统安装完成后，将本机IP设置为指定的IP地址，并检测网络连接是否正常。根据实际情 ",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""二线支持人员接收到B级普通事件后，应第一时间赶赴现场或其他指定地点，对事件进行分析和处置，根据事件处置情况与相关应用系统、操作系统、中间件、数据库、网络、基础设施、安全、需求等其他二线支持人员电话联系，共同对事件进行分析和处置；如10分钟之内无法通过电话指导解决，上述相关人员应立即到现场或安排有处置能力的人到现场解决。",3365
135,"插入应用安装盘，打开光盘，根据光盘根目录下的批处理文件，执行“Start_Install_HuaXia_APP.bat”，文件如下：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.1.4生产数据管理部门应妥善保管载有在本地前后台计算机系统内安装的全部操作系统软件（含操作系统补丁程序）、数据库、通讯软件、开发工具软件、应用软件及应用软件和数据库的环境参数（库表）等软件和数据的光盘、磁带、软盘等介质。应用软件和银行业务信息属机密档案，应严格采取保密措施存放，并建立登记簿详细记录各介质出入库情况。",1520
68,"PC标准键盘、安装穿墙式设备最好准备无线键盘，方便到外屏操作。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第二十四条 设备的安装应按照生产系统硬件设备安装、升级及备件更换操作流程执行。",90
133,"完成以上设置和各硬件模块都正常无故障后，方可进入下一步应用软件的安装。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""（二）因过度使用、自然磨损，造成设备、部件同步老化，发生硬件故障频繁（有运行记录和相关技术鉴定）而无法继续使用，恢复其原有功能或达到目标功能需要的投入超过其重置价值的1/3以上的；",116
178,"请严格按照以下流程进行操作。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第八条 重点评价内容是对各评价项进行细化、提出评价期内必须达到的目标要求；评价标准是评价期内加、减分的依据，具体依据是根据总行印发的相关制度、各种文件要求、信息系统操作手册和流程手册等制定。",3491
75,"系统启动时，进入到BIOS设置界面，将机器的启动顺序设置为从光驱驱动。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）本细则所称系统配置变更是指与生产环境、灾备环境相关的系统容量变更和系统配置参数变更，包括但不限于数据库空间变更、存储空间变更；非业务前台界面维护的应用系统参数变更；操作系统、中间件、数据库等参数变更、漏洞和补丁修补以及版本变更；信息科技部门通过参数设置界面实现的参数变更等。",2740
156,"   在整个安装过程中，A:如果XP+SP系统安装完成后，如果系统已经安装有微软公司的.NET FrameWork低版本，",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更需由分行信息技术部门负责人审批同意后方可实施。",2907
156,"   在整个安装过程中，A:如果XP+SP系统安装完成后，如果系统已经安装有微软公司的.NET FrameWork低版本，",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2808
156,"   在整个安装过程中，A:如果XP+SP系统安装完成后，如果系统已经安装有微软公司的.NET FrameWork低版本，",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""在重大变更实施完成后1个月内，应用系统阶段版本等变更，由信息科技部门负责项目管理的室对变更实施后，因变更引起的生产问题进行跟踪和后评价，其他变更引起的生产问题由负责变更实施的室进行跟踪和后评价，后评价内容应包括因变更引起的生产问题数量、问题发生的原因，整改措施、责任人及完成时限等。",2800
156,"   在整个安装过程中，A:如果XP+SP系统安装完成后，如果系统已经安装有微软公司的.NET FrameWork低版本，",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行生产系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更审批要求如下：",2838
27,"4.	系统初始化和相关参数配置。	20",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""（4）涉及系统平台（含操作系统、数据库、中间件等）相关参数配置等方面的问题，由信息科技部门负责系统管理的室作为问题主责室牵头解决；涉及应用系统参数（含操作系统、数据库、中间件等与应用系统相关的参数）等方面的问题，由信息科技部门负责应用系统维护的室作为问题主责室牵头解决。",3135
158,"   的GBRU的带冠字号功能呢的设备，整个安装过程中会自动升级一次冠字号补丁，也会自动重启3次。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第二十四条 设备的安装应按照生产系统硬件设备安装、升级及备件更换操作流程执行。",90
48,"如果要安装的机器是已经投入使用的生产机，那么装机之前先需要对机器进行清机，把以前账务周期帐结清.并将需要备份的数据自行备份好。例如该设备的电子流水、通讯参数，以前交易的电子流水等，一旦开始进行装机，原系统所有的数据将被清空，且不可恢复。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（5）支持集中备份信息系统的业务数据备份，由信息技术部门负责系统管理的室负责实施；由于基础软件、产品自身限制等原因不支持集中备份的信息系统，由科技开发部门负责系统应用维护的室负责实施。没有业务数据的系统，如视频会议系统、桌面管控管理系统等，无需进行业务数据备份。存放客户或银行内部账务数据的系统，包含总账系统以及向总账系统提供账务数据的系统，年末生产数据备份实行双份备份，一份本地保存，另一份同城异地保存，保存期限为永久保存。",1493
27,"4.	系统初始化和相关参数配置。	20",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""（1）运行环境问题，主要包括机房水电、空调、综合布线等基础设施方面的问题；交换机、路由器、防火墙、通讯线路等网络方面的问题；主机、存储、虚拟化平台等系统硬件方面的问题；操作系统、中间件、数据库等系统软件方面的问题；与系统运行相关的参数配置等方面的问题。",3103
91,"穿墙式设备，需把前屏幕（即客户交易使用屏幕）设置为主屏幕，后屏（TTU屏幕，管理员使用屏幕）设置为副屏并勾选为扩展显示。",附件：7.华夏银行生产数据敏感信息脱敏处理方法.doc,"" 客户地址：统一设置为“测试数据专用地址如需使用请单独设置”。",2580
48,"如果要安装的机器是已经投入使用的生产机，那么装机之前先需要对机器进行清机，把以前账务周期帐结清.并将需要备份的数据自行备份好。例如该设备的电子流水、通讯参数，以前交易的电子流水等，一旦开始进行装机，原系统所有的数据将被清空，且不可恢复。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""对于由于基础软件、产品自身限制等原因需要单独购买相应的厂商产品才能够进行恢复验证测试的信息系统，由应用维护人员、系统管理人员及厂商共同讨论确定备份数据恢复验证测试方案。",1509
167,"注：对于NCR的6631/6636/6674需在安装完应用后进行钞箱配置，具体操作如下，",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
48,"如果要安装的机器是已经投入使用的生产机，那么装机之前先需要对机器进行清机，把以前账务周期帐结清.并将需要备份的数据自行备份好。例如该设备的电子流水、通讯参数，以前交易的电子流水等，一旦开始进行装机，原系统所有的数据将被清空，且不可恢复。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.8.2生产数据使用部门可根据需要对数据内容进行必要的修改和对数据格式进行转换。生产数据使用部门不得将生产数据原始数据在任何媒体或互联网上发布；数据下载用途是提供给第三方的，如第三方是现场检查，应在本行授权的机器上进行查看，未经许可不得将生产数据提供给第三方。不得在能够接入互联网的计算机上存储、使用、处理生产数据。",1595
167,"注：对于NCR的6631/6636/6674需在安装完应用后进行钞箱配置，具体操作如下，",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）总行端数据修改技术方案由科技开发部门负责系统应用维护的室负责人、部门分管负责人，信息技术部门负责科技安全的室负责人等进行审核。审核通过后提交信息技术部门负责生产运行的室负责人审核，通过后若准生产环境具备验证条件的，应在准生产环境中运行修改脚本进行验证，并由申请人员验证修改的正确性，验证通过后，由负责生产运行的室负责人审核测试结果，并提交信息技术部门分管生产运行的负责人审批；如无法进行验证操作，应在审核流程中说明，并制定相应的应急预案后提交信息技术部门分管生产运行的负责人审批。",1628
7,"安装任何一台设备必须重新分区硬盘，建议分两个区即可，根据硬盘实际大小，C盘尽量足够大，如250G的硬盘，C盘可以分到200G，D盘分到50G,因为所有log都是保存在C盘。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""二、根据工作实际，划分了信息系统设备采购发起形式，并明确了不同采购发起形式设备各次验收的责任人、参与人。",24
48,"如果要安装的机器是已经投入使用的生产机，那么装机之前先需要对机器进行清机，把以前账务周期帐结清.并将需要备份的数据自行备份好。例如该设备的电子流水、通讯参数，以前交易的电子流水等，一旦开始进行装机，原系统所有的数据将被清空，且不可恢复。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.9.1已下载生产数据使用期限到期后，数据使用部门负责及时销毁，包括各种形式存在的数据（如复制品、备份文件、压缩包文件、解压文件、导入数据库中的数据等），并对销毁过程中的安全保密工作负责。如因特殊情况需要，已下载生产数据需申请延长期限保存的，需由生产数据使用部门分管行领导审批。",1600
240,"并按科技部提供的测试脚本进行相关业务测试。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""依据事件影响度和紧急度，事件分为突发事件和普通事件，共计7个级别。突发事件是指我行信息系统以及为之提供支持服务的电力、通讯等系统突然发生的，影响到业务持续开展或影响我行声誉，需要采取应急处置措施应对的事件；分为特别重大突发事件（Ⅰ级）、重大突发事件（Ⅱ级）、较大突发事件（Ⅲ级）、一般突发事件（Ⅳ级）等4个级别。普通事件是指我行信息系统发生或可能发生的异常，且需要进行处置的事件；分为A级普通事件（Ⅴ级）、B级普通事件（Ⅵ级）和C级普通事件（Ⅶ级）等3个级别。",3325
228,"设备能正常对外服务的必要条件有6个：",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（3）基础设施故障类事件是指由于机房基础设施（不包括网络设备）故障导致或可能导致信息系统对外服务中断或服务异常的各类事件，主要包括供电、空调、防火、防水等方面的故障导致的事件。",3312
228,"设备能正常对外服务的必要条件有6个：",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（1）系统故障类事件是指由于软硬件故障等导致或可能导致信息系统对外服务中断或服务异常的各类事件，主要包括应用系统、操作系统、中间件、数据库、硬件设备等方面的故障导致的事件。",3310
250,"       安装过程中如果遇到问题，请按以下方式联系：",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""5.3事件报告人为事件发起人，报告事件时应包含但不限于以下内容：事件发生时间及持续时间，事件对业务的影响范围及程度，受事件影响的系统及现象，事件报告人、所在部门（或单位）及联系方式等。",3356
240,"并按科技部提供的测试脚本进行相关业务测试。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""7.5 A级普通事件持续时间达到一般突发事件条件的，或2小时未解决，对我行业务、声誉造成以及可能造成严重影响的，则升级为一般突发事件，按照我行信息系统突发事件应急管理相关规定进行处置。",3384
57,"从分行获取机器的全部安装参数，具体参数信息如下所示：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.1.4生产数据管理部门应妥善保管载有在本地前后台计算机系统内安装的全部操作系统软件（含操作系统补丁程序）、数据库、通讯软件、开发工具软件、应用软件及应用软件和数据库的环境参数（库表）等软件和数据的光盘、磁带、软盘等介质。应用软件和银行业务信息属机密档案，应严格采取保密措施存放，并建立登记簿详细记录各介质出入库情况。",1520
57,"从分行获取机器的全部安装参数，具体参数信息如下所示：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.4.1信息技术部门负责生产运行的室应建立生产数据下载台账，科技开发部门负责系统应用维护的室要严格按照技术方案实施生产数据下载，下载方案实施人员、复核人员和生产数据使用人员应对已下载生产数据与申请数据的一致性负责，已下载生产数据进行压缩加密，加密规则要求最低不少于6位的数字、字母和特殊字符组成，并将已压缩的数据放置在移交专用机器上，删除操作机器上的临时数据。分行申请下载的数据，由科技开发部门负责系统应用维护的室实施下载，信息技术部门负责生产运行的室通过指定的移交专用机器发送给分行信息技术部门，由分行信息技术部门负责后续移交。",1566
137,"安装过程需根据提示进行选择。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（一）总行信息技术部门负责制度管理的室在评价期末根据台账记录，对过程评价、年度评价分值进行汇总计算，将总分值情况和加、减分事项说明材料报总行信息技术部门总经理办公会确认。",3518
90,"按照厂商正常的SP安装方法安装，安装完成后确保各模块正常可用，无任何硬件故障(各厂商要设置单次存款的最大张数为100张)。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第二十四条 设备的安装应按照生产系统硬件设备安装、升级及备件更换操作流程执行。",90
240,"并按科技部提供的测试脚本进行相关业务测试。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""服务台是事件受理机构，负责受理事件和一线技术支持，并对事件处置进展进行跟踪与管理。总行设立总行服务台，分行设立分行服务台，总行服务台人员由总行信息科技部门负责生产运行的人员、会计部门负责作业支持的人员或其他业务部门人员担任，信息科技部门主要受理故障、告警等与技术相关的事件，会计部门主要受理与核心系统等业务相关的事件，其他业务部门主要受理与专业条线业务相关的事件；分行服务台由分行信息技术部门负责生产运行的人员、会计部门相关人员或其他业务部门人员担任，主要受理分行范围内的事件。服务台主要职责为：",3274
