scid,context,doc_name,doc_context,rcid,similarity
24,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.3.1数据下载方案和脱敏方案由科技开发部门负责系统应用维护的室指定专人制定，方案制定人根据申请单编写数据下载和脱敏的具体操作脚本、详细处理方法（具体要求见《华夏银行生产数据敏感信息脱敏处理方法》（附件7）），下载生产数据如涉及敏感数据，应由数据使用部门和系统应用维护部门共同提出敏感数据脱敏方法。"",1563,0.0759493670886076
24,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（5）数据使用期限到期后，对未移交的下载生产数据，不能继续办理移交和使用，生产数据使用部门应在3个工作日内关闭申请。"",1591,0.16216216216216217
24,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（6）数据使用期限到期后，如遇特殊情况需要延期使用的，生产数据使用部门在数据使用期限到期前5个工作日内提出延期申请，经分管行领导审批同意后可延期使用。"",1592,0.1276595744680851
21,"需要验证 vpn tunnel show信息",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）总行端数据修改技术方案由科技开发部门负责系统应用维护的室负责人、部门分管负责人，信息技术部门负责科技安全的室负责人等进行审核。审核通过后提交信息技术部门负责生产运行的室负责人审核，通过后若准生产环境具备验证条件的，应在准生产环境中运行修改脚本进行验证，并由申请人员验证修改的正确性，验证通过后，由负责生产运行的室负责人审核测试结果，并提交信息技术部门分管生产运行的负责人审批；如无法进行验证操作，应在审核流程中说明，并制定相应的应急预案后提交信息技术部门分管生产运行的负责人审批。"",1628,0.046153846153846156
21,"需要验证 vpn tunnel show信息",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）分行端系统数据修改技术方案应由分行信息技术部门技术人员在测试环境中验证，并将测试结果提交分行信息技术部门负责人审核，若无法进行验证操作应由分行信息技部门负责人在审批流程中说明并制定相应的应急预案。 "",1629,0.10344827586206896
15,"    厂商提供的冷备机加点上线，与线上主机（已返厂检修送回设备）形成热备。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第二十九条 设备维修前，信息技术部门设备归口管理室须将存贮介质内涉及的数据信息按照生产数据管理的有关要求进行处理并彻底清除，确保数据安全。维修完成后，由设备归口管理室人员在相关的设备维修单上签字确认。如设备进行更换的，归口管理室人员应在资源管理信息系统中进行设备信息更新。当外单位维修人员进行现场维修时，必须由设备归口管理室人员陪同，以保证设备和信息的安全。"",98,0.0594059405940594
24,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（5）数据使用期限到期后，对未移交的下载生产数据，不能继续办理移交和使用，生产数据使用部门应在3个工作日内关闭申请。"",1584,0.16216216216216217
24,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（6）数据使用期限到期后，如遇特殊情况需要延期使用的，生产数据使用部门在数据使用期限到期前5个工作日内提出延期申请，经本部门负责人审批同意后可延期使用。"",1585,0.1276595744680851
15,"    厂商提供的冷备机加点上线，与线上主机（已返厂检修送回设备）形成热备。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""（三）核对设备原厂信息，包括序列号和配置、用户信息、保修级别和日期等内容，检查原厂商提供的设备清单与合同要求是否一致。"",68,0.2
15,"    厂商提供的冷备机加点上线，与线上主机（已返厂检修送回设备）形成热备。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第八条 总行信息技术部门负责设备管理的室负责设备固定资产管理，组织验收、盘点、报废技术鉴定等；负责系统管理、机房基础设施管理、网络管理、科技安全管理的室分别是计算机主机和外围设备、机房基础设施设备、网络设备和安全设备的归口管理室，负责设备的日常管理和维护，并参与设备的验收；负责商务管理的室负责设备商务合同管理。"",54,0.06976744186046512
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",附件：2.华夏银行XX系统备份数据恢复（验证测试）审批表.doc,""备份数据恢复业务验证方"",2203,0.375
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（三）分行根据本行工作情况，对于获得监管部门、上级管理部门的表彰与奖励以及突出贡献的事项向总行信息技术部门提出加分申请，总行信息技术部门负责制度管理的室根据分行上报的事项，提交总行信息技术部门、科技开发部门相关专业管理室提出加分意见，经复核确认后进行加分记录。"",3513,0.07792207792207792
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（二）加分和减分。根据分行信息系统业务操作与信息科技管理活动开展情况，在评价期内，对各评价项的重点评价内容，实行加、减分处理。"",3505,0.13953488372093023
24,"登陆生产工作主机使用命令",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更需由分行信息技术部门负责人审批同意后方可实施。"",2907,0.09090909090909091
5,"登陆工作主机 使用命令vpn tunnel show 记录隧道状态",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第二十二条 设备领用时，固定资产实物管理部门对设备进行出库管理，在资源管理信息系统中录入使用机构、领用部门、放置地点、领用人、设备状态、设备用途、所属项目或应用系统等信息，打印固定资产标签并统一粘贴到设备明显位置，并与设备领用部门办理交接手续。"",85,0.09230769230769231
5,"登陆工作主机 使用命令vpn tunnel show 记录隧道状态",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（三）分行根据本行工作情况，对于获得监管部门、上级管理部门的表彰与奖励以及突出贡献的事项向总行信息技术部门提出加分申请，总行信息技术部门负责制度管理的室根据分行上报的事项，提交总行信息技术部门、科技开发部门相关专业管理室提出加分意见，经复核确认后进行加分记录。"",3513,0.08
24,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。"",1607,0.056338028169014086
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）信息技术部门负责制定数据备份与恢复验证测试要求；负责集中备份与恢复验证测试环境建设；负责集中备份软件部署、生产数据集中备份及集中备份作业执行结果检查，存储介质管理、备份数据恢复技术验证测试等工作；负责采取必要的安全措施，确保数据传输安全；负责分析生产数据下载、非计划性修改等对生产运行的影响。"",1466,0.0759493670886076
24,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.9.1已下载生产数据使用期限到期后，数据使用部门负责及时销毁，包括各种形式存在的数据（如复制品、备份文件、压缩包文件、解压文件、导入数据库中的数据等），并对销毁过程中的安全保密工作负责。如因特殊情况需要，已下载生产数据需申请延长期限保存的，需由生产数据使用部门分管行领导审批。"",1600,0.07792207792207792
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）重要信息系统基本信息：包括系统名称、业务功能，操作系统、数据库、中间件情况，应用架构、技术架构、数据架构，生产主机备份方案、数据备份方案，运行管理部门和维护支持人员及联系方式，是否已具备灾备环境等。"",2762,0.11538461538461539
24,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.5.2由于同一分行或同一业务部门的操作错误造成对生产数据非计划性修改累计三次（含）以上的，由生产数据非计划性修改实施单位通知操作错误的分行或部门，由分行或部门采取加强操作培训、现场指导等方式解决，对情节严重的给予相应处罚。"",1644,0.09523809523809523
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""负责对与本部门相关的生产数据提出加密、备份需求；审核与本条线相关生产数据下载、非计划性修改等使用申请及业务方案的合法性和合规性；组织备份数据恢复业务验证测试等工作。"",1474,0.12
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）系统服务级别为四、五级信息系统的数据应实现异地同步复制，每日日结后进行全量数据备份，备份磁带保存期限为3个月；年末、结息日等特定业务日期实行双份备份，一份本地存放，另一份同城异地存放，其中年末数据备份永久保存，结息日等数据备份保存期限为15年。"",1489,0.08450704225352113
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""生产数据备份分为系统级备份、业务数据备份与应用程序备份。系统级备份是指生产系统所使用的操作系统、数据库、中间件等基础软件的备份；业务数据备份是指生产系统所产生的数据文件、数据记录以及数据库归档日志等数据的备份；应用程序备份是指应用程序相关程序代码以及配置文件的备份。"",1485,0.08
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（七）信息科技综合管理，重点包括受到监管部门及上级管理部门表彰与奖励、信息科技事件处置与上报、问题整改及落实情况、科技引领与支持全行性工作、信息科技执行力等内容。"",3489,0.12244897959183673
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（六）组织管理，重点包括信息科技管理委员会工作情况、人员与岗位、培训与考试和外包管理等内容。"",3488,0.1935483870967742
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第三条 本办法所称信息系统业务操作与信息科技管理评价，是对分行信息科技基础设施管理、系统运维管理、信息系统业务操作管理、信息安全管理、项目管理、组织管理、信息科技综合管理等方面进行的全面评价。通过设立评价指标，客观、真实地反映分行信息科技管理现状，对分行信息科技管理做出分类评价。"",3477,0.07692307692307693
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""第一条 为规范分行信息系统业务操作与信息科技管理评价工作，综合反映分行信息系统业务操作与信息科技管理工作质量，促进分行信息科技风险管理能力提升，制定本办法。"",3475,0.125
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""为加强华夏银行分行信息系统业务操作与信息科技管理评价工作，总行对《华夏银行分行信息系统业务操作与信息科技管理评价办法》（华银制〔2013〕285号）进行了修订，主要修订内容如下："",3455,0.125
4,"备份现用线上主机、备机配置",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""通过备份软件集中存储的系统级备份，由信息技术部门负责系统管理的室根据需要在主机更换、系统升级、灾备部署时进行恢复验证测试。采用安装介质刻盘或磁盘克隆的系统级备份无需进行恢复验证测试。"",1503,0.11320754716981132
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""通过备份软件集中存储的系统级备份，由信息技术部门负责系统管理的室根据需要在主机更换、系统升级、灾备部署时进行恢复验证测试。采用安装介质刻盘或磁盘克隆的系统级备份无需进行恢复验证测试。"",1503,0.1111111111111111
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2814,0.072992700729927
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2808,0.05333333333333334
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""系统服务级别为四、五级信息系统的备份数据恢复业务验证测试每年进行1次，其他服务级别的无需进行备份数据恢复业务验证测试。业务验证测试可以在灾备环境中进行，也可以将备份数据恢复到数据恢复环境，再将数据导入其它环境进行。"",1507,0.09836065573770492
21,"需要验证 vpn tunnel show信息",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）重大变更实施方案正式发布后，原则上不允许修改。如需修改，应参照信息科技年度应用系统软硬件升级及演练计划管理流程的要求，变更提出室以书面形式说明变更内容、变更原因、变更影响分析和变更风险评估等，经室负责人、部门分管负责人签字同意，提请变更实施总指挥审批同意后，根据审批意见修订方案并重新发布。"",2779,0.07894736842105263
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。"",1607,0.04225352112676056
7,"将现用工作主机配置导入返厂检修完毕的主机。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.9.1已下载生产数据使用期限到期后，数据使用部门负责及时销毁，包括各种形式存在的数据（如复制品、备份文件、压缩包文件、解压文件、导入数据库中的数据等），并对销毁过程中的安全保密工作负责。如因特殊情况需要，已下载生产数据需申请延长期限保存的，需由生产数据使用部门分管行领导审批。"",1600,0.07792207792207792
14,"   下线的原工作机（后切换至工作备机）的配置导入厂商提供的冷备机。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""（三）核对设备原厂信息，包括序列号和配置、用户信息、保修级别和日期等内容，检查原厂商提供的设备清单与合同要求是否一致。"",68,0.15384615384615385
21,"需要验证 vpn tunnel show信息",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""4.7.2.3为加强生产变更风险管理，对于具备测试条件（含性能测试）的变更，生产变更实施前，方案制定人、方案实施人等相关人员在准生产环境上进行严格、完整的模拟测试；不具备测试条件或分管变更受理室的部门负责人确认不需要测试的变更，需说明原因；纳入标准变更列表的变更，不需要进行测试。"",2891,0.0821917808219178
21,"需要验证 vpn tunnel show信息",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（3）生产数据移交应通过受控网络（不得通过办公自动化系统）或受控传输介质，通过受控网络传输不得在生产高峰期进行，通过受控介质传输，应由我行两人或两人以上使用受控介质传输，禁止在无我行两人或两人以上监督的情况下通过第三方（如快递等）进行传输。特殊情况需要其他方式传递的，需在《华夏银行生产数据交接登记表》中说明，并经生产数据管理部门负责人授权。"",1582,0.06593406593406594
5,"登陆工作主机 使用命令vpn tunnel show 记录隧道状态",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""5.2 技术和业务人员在系统使用、配置、维护及监控过程中发现的，如不解决可能会影响系统正常运行的情况应提出问题。"",3119,0.15789473684210525
21,"需要验证 vpn tunnel show信息",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2808,0.04081632653061224
15,"    厂商提供的冷备机加点上线，与线上主机（已返厂检修送回设备）形成热备。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""事件处置完成后，总行事件涉及的关键系统风险总包负责人或分行信息技术部门负责人要组织事件涉及的相关人员将事件解决方法归纳总结，形成知识或事件库，为后续事件解决提供支持。"",3392,0.11320754716981132
21,"需要验证 vpn tunnel show信息",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2814,0.04477611940298507
21,"需要验证 vpn tunnel show信息",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""对于由于基础软件、产品自身限制等原因需要单独购买相应的厂商产品才能够进行恢复验证测试的信息系统，由应用维护人员、系统管理人员及厂商共同讨论确定备份数据恢复验证测试方案。"",1509,0.13043478260869565
21,"需要验证 vpn tunnel show信息",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""通过备份软件集中存储的系统级备份，由信息技术部门负责系统管理的室根据需要在主机更换、系统升级、灾备部署时进行恢复验证测试。采用安装介质刻盘或磁盘克隆的系统级备份无需进行恢复验证测试。"",1503,0.11764705882352941
21,"需要验证 vpn tunnel show信息",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.1.1生产数据下载由生产数据使用部门提出申请，总行各部室需提交《华夏银行下载生产数据申请审批表（总行）》（模板参见附件5），分行（含二级分行、异地支行等）需提交《华夏银行下载生产数据申请审批表（总分行）》（模板参见附件6），明确现有信息系统的功能或功能组合无法满足数据下载需求、下载数据的原因、内容、用途及使用范围、下载数据的时间范围及使用期限（使用期限原则上不得超过3个月）、数据脱敏要求等信息。"",1533,0.06315789473684211
21,"需要验证 vpn tunnel show信息",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.1.2申请下载的生产数据中涉及中级安全等级数据或高级安全等级数据字段时，生产数据使用部门申请时应对这些字段提出脱敏需求，其中高级安全等级数据必须进行脱敏操作，中级安全等级数据如涉及敏感数据且因实际需要不能脱敏的，申请时需注明原因。"",1534,0.09090909090909091
14,"   下线的原工作机（后切换至工作备机）的配置导入厂商提供的冷备机。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）灾备环境应用系统版本变更、系统配置变更不需再进行单独审批，由负责生产环境变更实施的室负责实施，双活模式应用系统的变更应同步实施，非双活模式应用系统同城灾备环境的变更原则上安排在生产变更后的第一个周三，异地灾备环境变更原则上安排在每季度第一个月的第二周。灾备环境变更实施前，如生产环境需向灾备环境切换，切换前负责生产环境变更实施的室需进行追加变更。"",2853,0.05714285714285714
15,"    厂商提供的冷备机加点上线，与线上主机（已返厂检修送回设备）形成热备。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（一）基础设施管理，重点包括机房环境设施、网络管理、主机系统与数据库管理、设备管理等内容。"",3483,0.2
14,"   下线的原工作机（后切换至工作备机）的配置导入厂商提供的冷备机。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2814,0.04285714285714286
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""9.2总行信息技术部门负责生产运行的室每月对问题解决执行情况进行回顾，分析执行效果，识别需改进事项，并按照服务改进的要求进行跟踪改进。"",3186,0.13636363636363635
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""9.1总行信息科技部门负责生产运行的室应制定衡量问题解决执行情况的统计指标。总行信息科技部门负责项目管理的室负责总行指标统计，分行信息技术部门负责分行指标统计，并每月提交到总行。统计指标至少应包括：问题解决及时率、问题延期解决数、同等级问题平均处理时长、同等级问题最大处理时长、主动性问题占比等。"",3185,0.07058823529411765
2,"原工作机发生重启情况，工作方式变为备份状态，设备返厂检修完毕，上线生产，同时现工作机下线返厂检修。",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""5.2 技术和业务人员在系统使用、配置、维护及监控过程中发现的，如不解决可能会影响系统正常运行的情况应提出问题。"",3119,0.15
11,"返厂检修完毕的主机加电上线，同时现工作机切换至返厂检修完毕的主机。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）重要信息系统基本信息：包括系统名称、业务功能，操作系统、数据库、中间件情况，应用架构、技术架构、数据架构，生产主机备份方案、数据备份方案，运行管理部门和维护支持人员及联系方式，是否已具备灾备环境等。"",2762,0.1111111111111111
22,"五、变更的测试验证",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2814,0.04477611940298507
