scid,context,doc_name,doc_context,rcid
22,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（5）数据使用期限到期后，对未移交的下载生产数据，不能继续办理移交和使用，生产数据使用部门应在3个工作日内关闭申请。",1591
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""1.2.1本细则所称事件是指由于各类故障、告警、违规操作、病毒爆发、自然灾害等导致或可能导致我行信息系统在生产运行期间出现服务中断、服务异常等影响对外提供服务的事件，以及与之相关服务请求的总称。",3264
22,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.9.1已下载生产数据使用期限到期后，数据使用部门负责及时销毁，包括各种形式存在的数据（如复制品、备份文件、压缩包文件、解压文件、导入数据库中的数据等），并对销毁过程中的安全保密工作负责。如因特殊情况需要，已下载生产数据需申请延长期限保存的，需由生产数据使用部门分管行领导审批。",1600
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""负责对生产数据下载和非计划性修改的申请、审批、下载、脱敏、传输、存储、使用、修改、销毁等过程中涉及的表单、操作等进行监督及抽样检查。",1472
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）信息技术部门负责制定数据备份与恢复验证测试要求；负责集中备份与恢复验证测试环境建设；负责集中备份软件部署、生产数据集中备份及集中备份作业执行结果检查，存储介质管理、备份数据恢复技术验证测试等工作；负责采取必要的安全措施，确保数据传输安全；负责分析生产数据下载、非计划性修改等对生产运行的影响。",1466
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""重大变更实施前4周和1周，应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头，负责项目管理的室组织完成风险评估；不涉及应用系统版本变化的操作系统、数据库、中间件、硬件升级，网络变更，生产机房、灾备机房基础设施和环境改造、场地迁移等由信息技术部门分管负责人或以上人员牵头，负责科技安全的室组织完成风险评估。评估内容包括系统功能缺陷、客户信息泄露、业务中断、交易缓慢或其他因素造成的操作风险、法律风险和声誉风险等。",2770
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（6）本细则所称系统重启、数据清理及系统用户变更主要是指操作系统、数据库、中间件、应用系统的重启，数据清理等对生产系统运行状态产生影响的操作，以及操作系统用户的建立、删除、用户权限及口令修改等操作。",2744
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更需由分行信息技术部门负责人审批同意后方可实施。",2907
12,"将厂商提供的冷备机 上线生产环境，与现在生产工作的主机搭建主备机热备环境。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
22,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""负责对与本部门相关的生产数据提出加密、备份需求；审核与本条线相关生产数据下载、非计划性修改等使用申请及业务方案的合法性和合规性；组织备份数据恢复业务验证测试等工作。",1474
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）信息技术部门负责生产运行的室负责下载生产数据的移交工作，并指定专人操作、监督移交，数据接收人原则上为数据下载申请人。",1580
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）生产数据下载在总行实施的，由总行信息技术部门负责生产运行的室指定专人通过受控网络（不得在生产高峰期进行）将已下载的生产数据传输给分行信息技术部门，分行信息技术部门通过生产数据移交专用机，并指定专人操作、监督移交工作，数据接收人原则上为数据下载申请人。",1587
11,"将停机下线的工作备机配置导入 厂商提供的冷备机。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""（三）核对设备原厂信息，包括序列号和配置、用户信息、保修级别和日期等内容，检查原厂商提供的设备清单与合同要求是否一致。",68
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.4.3若数据下载操作影响生产系统的正常运行（如导致系统资源超阈值、日常交易超时、批处理操作延迟等），应立即停止数据下载操作，并向值班经理报告。",1568
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（9）信息技术部门负责生产运行的室负责人评估数据下载操作对生产运行的影响，并提交信息技术部门分管生产运行的负责人审批。",1561
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.3.1数据下载方案和脱敏方案由科技开发部门负责系统应用维护的室指定专人制定，方案制定人根据申请单编写数据下载和脱敏的具体操作脚本、详细处理方法（具体要求见《华夏银行生产数据敏感信息脱敏处理方法》（附件7）），下载生产数据如涉及敏感数据，应由数据使用部门和系统应用维护部门共同提出敏感数据脱敏方法。",1563
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.1.2申请下载的生产数据中涉及中级安全等级数据或高级安全等级数据字段时，生产数据使用部门申请时应对这些字段提出脱敏需求，其中高级安全等级数据必须进行脱敏操作，中级安全等级数据如涉及敏感数据且因实际需要不能脱敏的，申请时需注明原因。",1534
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（5）信息技术部门负责生产运行的室负责人评估数据下载操作对生产运行的影响，并提交信息技术部门分管生产运行的负责人审批。",1549
22,"登陆生产工作主机使用命令",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.2.2生产数据使用部门对生产数据存储介质销毁过程中的安全保密工作负责。",1524
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行生产系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更审批要求如下：",2838
12,"将厂商提供的冷备机 上线生产环境，与现在生产工作的主机搭建主备机热备环境。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2808
16,"恢复生产环境中 工作备机配置，然后上线后恢复与现在工作主机 热备环境。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.1.2生产数据非计划性修改由业务部门牵头组织，负责制定业务方案、参与技术方案的评审以及准生产环境中的测试，组织生产数据非计划性修改的实施，对数据修改的业务合规性、合法性、正确性，以及修改后的业务验证和应急业务处理负责；总行科技开发部门负责系统应用维护的室（分行信息技术部门）负责制定技术方案（包含数据修改操作步骤、应急回退操作步骤等），组织技术方案评审、修改前数据备份、依据技术方案实施数据修改操作和操作过程中的复核工作，对数据修改的可行性、操作正确性，以及修改后的技术验证和应急技术处理负责；信息技术部门负责生产运行的人员负责对数据修改进行统计。",1607
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕332号__华夏银行分行信息系统业务操作与信息科技管理评价办法.doc,""（三）信息系统业务操作管理，重点包括各类误操作、影响日结处理的问题、生产数据修改与下载操作等内容。",3485
9,"使用厂商提供的冷备机，与停机下线的 工作备机，做线下 主备切换测试。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""负责对与本部门相关的生产数据提出加密、备份需求；审核与本条线相关生产数据下载、非计划性修改等使用申请及业务方案的合法性和合规性；组织备份数据恢复业务验证测试等工作。",1474
12,"将厂商提供的冷备机 上线生产环境，与现在生产工作的主机搭建主备机热备环境。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）信息技术部门负责制定数据备份与恢复验证测试要求；负责集中备份与恢复验证测试环境建设；负责集中备份软件部署、生产数据集中备份及集中备份作业执行结果检查，存储介质管理、备份数据恢复技术验证测试等工作；负责采取必要的安全措施，确保数据传输安全；负责分析生产数据下载、非计划性修改等对生产运行的影响。",1466
12,"将厂商提供的冷备机 上线生产环境，与现在生产工作的主机搭建主备机热备环境。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）重要信息系统基本信息：包括系统名称、业务功能，操作系统、数据库、中间件情况，应用架构、技术架构、数据架构，生产主机备份方案、数据备份方案，运行管理部门和维护支持人员及联系方式，是否已具备灾备环境等。",2762
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""8.5.1总行信息技术部门负责生产运行的室和分行信息技术部门负责建立生产数据非计划性修改台账，每月统计和分析生产数据非计划性修改的系统及次数、修改原因分类等。每季度将统计分析结果报总行信息技术部门负责操作风险管理的室，涉及关键指标时，按照我行操作风险关键风险指标管理相关规定执行。",1643
19,"工作主机不涉及操作，生产环境部不受影响。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（2）生产数据非计划性修改如涉及以下特殊情况，对总行管理的系统进行生产数据非计划性修改，由总行经办业务部门起草签报，会签内控合规部门、操作风险管理部门，对数据修改的合规性进行审核，报分管行领导审批通过后，作为数据修改申请的附件提交总行信息技术部门负责生产运行的室。对分行管理的系统进行生产数据非计划性修改，由分行经办业务部门起草签报，会签分行内控合规部门，对数据修改的合规性进行审核，报分管行领导审批通过后，作为数据修改申请的附件提交分行信息技术部门。签报至少包括修改原因、修改内容及外部影响等详细内容。",1613
2,"原工作机发生重启情况，工作方式变为备份状态，需对设备进行返厂检修。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更需由分行信息技术部门负责人审批同意后方可实施。",2907
2,"原工作机发生重启情况，工作方式变为备份状态，需对设备进行返厂检修。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""A级普通事件事件发生15分钟后，事件恶化或预计事件发生20分钟内无法解决时，由生产调度决策组报告至信息技术部门负责人、科技开发部门负责人。信息技术部门负责人或科技开发部门负责人根据事件进展情况负责向总行信息系统应急领导小组和全行处置突发事件应急工作领导小组办公室报告。",3367
16,"恢复生产环境中 工作备机配置，然后上线后恢复与现在工作主机 热备环境。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.4.2生产数据的下载过程应选择在没有业务的时段或业务量低的时段进行，避免对生产系统造成不必要的影响；有数据恢复环境的在数据恢复环境中下载。",1567
16,"恢复生产环境中 工作备机配置，然后上线后恢复与现在工作主机 热备环境。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2808
2,"原工作机发生重启情况，工作方式变为备份状态，需对设备进行返厂检修。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""对于通过自动同步方式变更的灾备环境变更，变更实施完成后不再进行后评价，灾备环境沿用生产环境变更后评价结果；对于灾备环境独立进行的变更，由负责应急与灾备管理的室对变更执行情况、变更实施后的运行情况进行记录和后评价，后评价内容应包括因变更引起的问题数量、问题发生的原因，整改措施、责任人及完成时限等。",2859
2,"原工作机发生重启情况，工作方式变为备份状态，需对设备进行返厂检修。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行生产系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更审批要求如下：",2838
16,"恢复生产环境中 工作备机配置，然后上线后恢复与现在工作主机 热备环境。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）重要信息系统基本信息：包括系统名称、业务功能，操作系统、数据库、中间件情况，应用架构、技术架构、数据架构，生产主机备份方案、数据备份方案，运行管理部门和维护支持人员及联系方式，是否已具备灾备环境等。",2762
3,"在保证业务不受影响前提下，对现在工作备机停机下线，返厂检修。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。",2814
16,"恢复生产环境中 工作备机配置，然后上线后恢复与现在工作主机 热备环境。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""1.3本细则中数据管理工作包括生产数据的备份、恢复验证测试、保密、下载、传输、非计划性修改，生产数据备份介质的保管、销毁等内容。",1459
16,"恢复生产环境中 工作备机配置，然后上线后恢复与现在工作主机 热备环境。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""负责对与本部门相关的生产数据提出加密、备份需求；审核与本条线相关生产数据下载、非计划性修改等使用申请及业务方案的合法性和合规性；组织备份数据恢复业务验证测试等工作。",1474
16,"恢复生产环境中 工作备机配置，然后上线后恢复与现在工作主机 热备环境。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（1）信息技术部门负责制定数据备份与恢复验证测试要求；负责集中备份与恢复验证测试环境建设；负责集中备份软件部署、生产数据集中备份及集中备份作业执行结果检查，存储介质管理、备份数据恢复技术验证测试等工作；负责采取必要的安全措施，确保数据传输安全；负责分析生产数据下载、非计划性修改等对生产运行的影响。",1466
16,"恢复生产环境中 工作备机配置，然后上线后恢复与现在工作主机 热备环境。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""2.1.2分行信息技术部门为本分行生产数据管理部门，负责生产数据备份与恢复验证测试、下载实施、非计划性修改等工作。",1468
2,"原工作机发生重启情况，工作方式变为备份状态，需对设备进行返厂检修。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）重要信息系统基本信息：包括系统名称、业务功能，操作系统、数据库、中间件情况，应用架构、技术架构、数据架构，生产主机备份方案、数据备份方案，运行管理部门和维护支持人员及联系方式，是否已具备灾备环境等。",2762
