scid,context,doc_name,doc_context,rcid,similarity
176,"系统初始化和相关参数配置。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）本细则所称系统配置变更是指与生产环境、灾备环境相关的系统容量变更和系统配置参数变更，包括但不限于数据库空间变更、存储空间变更；非业务前台界面维护的应用系统参数变更；操作系统、中间件、数据库等参数变更、漏洞和补丁修补以及版本变更；信息科技部门通过参数设置界面实现的参数变更等。"",2740,0.10810810810810811
8,"整个过程用华夏银行提供的正规光盘安装，不能使用非华夏银行提供的任何第三方工具或者其他载体安装，避免设备感染病毒。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""依据事件影响度和紧急度，事件分为突发事件和普通事件，共计7个级别。突发事件是指我行信息系统以及为之提供支持服务的电力、通讯等系统突然发生的，影响到业务持续开展或影响我行声誉，需要采取应急处置措施应对的事件；分为特别重大突发事件（Ⅰ级）、重大突发事件（Ⅱ级）、较大突发事件（Ⅲ级）、一般突发事件（Ⅳ级）等4个级别。普通事件是指我行信息系统发生或可能发生的异常，且需要进行处置的事件；分为A级普通事件（Ⅴ级）、B级普通事件（Ⅵ级）和C级普通事件（Ⅶ级）等3个级别。"",3325,0.047619047619047616
27,"4.	系统初始化和相关参数配置。	20",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）本细则所称系统配置变更是指与生产环境、灾备环境相关的系统容量变更和系统配置参数变更，包括但不限于数据库空间变更、存储空间变更；非业务前台界面维护的应用系统参数变更；操作系统、中间件、数据库等参数变更、漏洞和补丁修补以及版本变更；信息科技部门通过参数设置界面实现的参数变更等。"",2740,0.10666666666666667
94,"网络检查，当XP+SP系统安装完成后，将本机IP设置为指定的IP地址，并检测网络连接是否正常。根据实际情 ",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""分行应至少设置一名问题经理，由会计部门作业支持人员或信息技术部门相关人员担任，负责对问题提出的正确性与合理性进行审核，并将问题分派到相应的主责人，监控问题解决进度，督促问题主责人按计划在规定时限内完成问题的解决；定期对问题管理进行总结；组织召开与问题管理相关的会议等。"",3098,0.07407407407407407
92,"对于德利多富的设备，在安装SP时一定要保证钞箱全部插满，否则会出现钞箱UnitID重复的情况，会导致获取设备状态情况时报错，后台监控端无法看到状态的情况发生。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（4）涉及基础设施的重大变更应提供基础设施基本信息：包括机房和网络方案。机房方案包括机房等级、地址、供配电系统、消防、空调、弱电系统、机房加固、机房空间规划以及机房验收报告等；网络方案包括网络架构分区、核心网络备份情况，以及区域间、外联网、互联网边界安全措施与网络监控措施等。"",2764,0.08
230,"流水打印机硬件正常，无硬件故障。",华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,""（1）系统故障类事件是指由于软硬件故障等导致或可能导致信息系统对外服务中断或服务异常的各类事件，主要包括应用系统、操作系统、中间件、数据库、硬件设备等方面的故障导致的事件。"",3310,0.1276595744680851
197,"需要技术人员必须配置的参数为以下参数：",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第二十九条 设备维修前，信息技术部门设备归口管理室须将存贮介质内涉及的数据信息按照生产数据管理的有关要求进行处理并彻底清除，确保数据安全。维修完成后，由设备归口管理室人员在相关的设备维修单上签字确认。如设备进行更换的，归口管理室人员应在资源管理信息系统中进行设备信息更新。当外单位维修人员进行现场维修时，必须由设备归口管理室人员陪同，以保证设备和信息的安全。"",98,0.08163265306122448
197,"需要技术人员必须配置的参数为以下参数：",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""同时，设备归口管理室汇总多项目需求进行统一采购的，合同总金额在1000万元（含）以上，3000万元以下的，须经信息技术部门分管设备归口管理室的负责人审批；合同总金额在3000万元（含）以上的，须经设备归口管理室所在部门负责人审批。"",75,0.13559322033898305
197,"需要技术人员必须配置的参数为以下参数：",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""根据单个项目需求进行采购的，合同总金额在1000万元以下的，须经信息科技部门负责项目技术实施的室负责人审核；合同总金额在1000万元（含）以上，3000万元以下的，须经信息科技部门分管负责项目技术实施室的负责人审批；设备采购合同总金额在3000万元（含）以上的，须经负责项目技术实施的室所在部门负责人审批。"",76,0.1
197,"需要技术人员必须配置的参数为以下参数：",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第十七条 总行设备的稳定运行验收由信息技术部门负责设备管理的室负责。设备完成现场验收，并经过合同规定的稳定运行期后，由负责设备管理的室组织设备归口管理室、负责项目技术实施的室（根据单个项目需求进行采购的设备稳定运行验收时参加）以及供货商人员等组成稳定运行验收工作组，进行设备稳定运行验收，并填写《华夏银行信息系统设备稳定运行验收单》（模板详见附件4）。设备稳定运行验收内容包括："",70,0.06060606060606061
82,"（2）敲键盘D键删除该分区并敲键盘L键确认删除分区，如不需要删除分区，略过该步直接到（3）步。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2814,0.04316546762589928
193,"首次安装机器，需要进行参数设置（参数由银行提供），输入05，进入到下面界面：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""系统级备份由信息技术部门负责系统管理的室负责，基于AIX平台系统服务级别为三、四、五级的信息系统每年进行1次，保存期限为1年，备份方式主要采用磁带备份或备份软件集中备份；系统服务级别为一、二级以及非AIX平台的信息系统主要采用对基础软件安装介质进行刻盘保存与磁盘克隆的方式备份，不同平台不同基础软件、不同版本基于不同介质各备份2套。"",1487,0.0625
197,"需要技术人员必须配置的参数为以下参数：",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第十三条 总行设备到货验收由信息技术部门负责机房值班管理的室负责。负责机房值班管理的室组织设备归口管理室、负责项目技术实施的室（根据单个项目需求进行采购的设备到货验收时参加）以及供货商人员组成到货验收工作组，根据与供货商签订的设备采购合同及供货商提供的设备清单对设备的数量及型号进行验收，并填写《华夏银行信息系统设备到货验收单》（模板详见附件2）。"",61,0.06451612903225806
197,"需要技术人员必须配置的参数为以下参数：",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第十六条 总行设备的现场验收由信息技术部门负责设备管理的室负责。由负责设备管理的室组织设备归口管理室、负责项目技术实施的室（根据单个项目需求进行采购的设备现场验收时参加）以及供货商人员组成设备现场验收工作组，按照设备购置标准及合同要求，对设备进行现场验收，并填写《华夏银行信息系统设备现场验收单》（模板详见附件3）。设备现场验收内容包括："",65,0.06741573033707865
82,"（2）敲键盘D键删除该分区并敲键盘L键确认删除分区，如不需要删除分区，略过该步直接到（3）步。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）灾备环境硬件、系统软件及基础设施等变更不需再进行单独审批，在确认对生产环境无影响的前提下，可根据实际需求实施；同城灾备环境实施由负责生产环境变更实施的室负责；异地灾备环境实施由负责应急与灾备管理的室负责，负责生产环境变更实施的室提供技术支持。灾备环境变更实施前，如生产环境需向灾备环境切换，切换前需对灾备环境进行追加变更。"",2854,0.06060606060606061
178,"请严格按照以下流程进行操作。",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""1.3 本细则问题管理的范围主要包括影响或可能影响生产系统、灾备系统正常运行的信息技术问题和对现有功能的优化。与信息系统相关的咨询或服务请求等按事件管理流程处理，不在本细则管理范围内。"",3074,0.10714285714285714
82,"（2）敲键盘D键删除该分区并敲键盘L键确认删除分区，如不需要删除分区，略过该步直接到（3）步。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""4.7.2.3为加强生产变更风险管理，对于具备测试条件（含性能测试）的变更，生产变更实施前，方案制定人、方案实施人等相关人员在准生产环境上进行严格、完整的模拟测试；不具备测试条件或分管变更受理室的部门负责人确认不需要测试的变更，需说明原因；纳入标准变更列表的变更，不需要进行测试。"",2891,0.07692307692307693
104,"   勾选“使用该设备作为主监视器”和“将Windows桌面扩展在该监视器上”两项，再选择应用，确定。",附件：1.华夏银行总行信息系统设备验收流程.doc,""工程、设备交接验收证书、固定资产物品使用登记卡"",255,0.3
75,"系统启动时，进入到BIOS设置界面，将机器的启动顺序设置为从光驱驱动。",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""5.1.4生产数据管理部门应妥善保管载有在本地前后台计算机系统内安装的全部操作系统软件（含操作系统补丁程序）、数据库、通讯软件、开发工具软件、应用软件及应用软件和数据库的环境参数（库表）等软件和数据的光盘、磁带、软盘等介质。应用软件和银行业务信息属机密档案，应严格采取保密措施存放，并建立登记簿详细记录各介质出入库情况。"",1520,0.07142857142857142
125,"如果主屏出现闪烁状态，请检查颜色深度是不是32位。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（1）应用系统版本发布应按照我行信息科技应用系统生产版本发布的有关规定执行。提交版本发布的变更方案应包括但不限于以下内容：变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中各单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前的备份、测试报告、验证方案等。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2808,0.03896103896103896
125,"如果主屏出现闪烁状态，请检查颜色深度是不是32位。",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2814,0.0425531914893617
160,"C:其他设备一般只自动重启2次。D:关于提示的安装时间30分钟左右，具体安装时间根据各设备硬件配置而定，",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更需由分行信息技术部门负责人审批同意后方可实施。"",2907,0.06521739130434782
180,"ATM系统相关参数配置：（以下画面中括号内文字均为说明文字，并非屏幕显示文字）",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（2）本细则所称系统配置变更是指与生产环境、灾备环境相关的系统容量变更和系统配置参数变更，包括但不限于数据库空间变更、存储空间变更；非业务前台界面维护的应用系统参数变更；操作系统、中间件、数据库等参数变更、漏洞和补丁修补以及版本变更；信息科技部门通过参数设置界面实现的参数变更等。"",2740,0.10126582278481013
27,"4.	系统初始化和相关参数配置。	20",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2814,0.043795620437956206
193,"首次安装机器，需要进行参数设置（参数由银行提供），输入05，进入到下面界面：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.8.2生产数据使用部门可根据需要对数据内容进行必要的修改和对数据格式进行转换。生产数据使用部门不得将生产数据原始数据在任何媒体或互联网上发布；数据下载用途是提供给第三方的，如第三方是现场检查，应在本行授权的机器上进行查看，未经许可不得将生产数据提供给第三方。不得在能够接入互联网的计算机上存储、使用、处理生产数据。"",1595,0.06451612903225806
193,"首次安装机器，需要进行参数设置（参数由银行提供），输入05，进入到下面界面：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""7.6.3对存储有已下载生产数据的计算机、存储介质等进行密码保护并授权使用。对于不能设置密码保护的存储介质等设备，应由已下载生产数据接收部门安排专人管理。"",1577,0.12244897959183673
193,"首次安装机器，需要进行参数设置（参数由银行提供），输入05，进入到下面界面：",华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,""（3）生产数据移交应通过受控网络（不得通过办公自动化系统）或受控传输介质，通过受控网络传输不得在生产高峰期进行，通过受控介质传输，应由我行两人或两人以上使用受控介质传输，禁止在无我行两人或两人以上监督的情况下通过第三方（如快递等）进行传输。特殊情况需要其他方式传递的，需在《华夏银行生产数据交接登记表》中说明，并经生产数据管理部门负责人授权。"",1582,0.061224489795918366
104,"   勾选“使用该设备作为主监视器”和“将Windows桌面扩展在该监视器上”两项，再选择应用，确定。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""（二）因过度使用、自然磨损，造成设备、部件同步老化，发生硬件故障频繁（有运行记录和相关技术鉴定）而无法继续使用，恢复其原有功能或达到目标功能需要的投入超过其重置价值的1/3以上的；"",116,0.10714285714285714
104,"   勾选“使用该设备作为主监视器”和“将Windows桌面扩展在该监视器上”两项，再选择应用，确定。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第三十八条 符合下列情形之一的设备，总、分行相关部门均可根据使用情况提出报废申请，并填写《华夏银行信息系统设备报废审批表》（模板详见附件6），提交信息技术部门进行报废技术鉴定。"",114,0.125
104,"   勾选“使用该设备作为主监视器”和“将Windows桌面扩展在该监视器上”两项，再选择应用，确定。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第三十一条 分行向总行信息技术部门或其他分行信息技术部门借用设备时，借用设备的分行需填写《华夏银行信息系统设备借用单》（模板详见附件5），注明借用单位，借用设备名称、型号，借用用途，借用时间，借用人姓名等。经借用部门分管行领导批准，提交总行信息技术部门负责人和办公室负责人（分行为分管信息科技的行领导）审批同意后，信息技术部门设备归口管理室（分行为信息技术部门）将所借设备交接给设备借用分行使用，并报本级行计划财务部门备案。"",101,0.05357142857142857
104,"   勾选“使用该设备作为主监视器”和“将Windows桌面扩展在该监视器上”两项，再选择应用，确定。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""外部单位向总、分行信息技术部门借用设备时，借用单位填写《华夏银行信息系统设备借用单》，注明借用单位，借用设备名称、型号，借用用途，借用时间，借用人姓名等。经借用设备的单位负责人批准并加盖单位公章，提交总行信息技术部门负责人和办公室负责人（分行为分管信息科技的行领导）审批同意后，信息技术部门设备归口管理室（分行为信息技术部门）将所借设备交接给设备借用单位使用，并报本级行计划财务部门备案。"",103,0.05825242718446602
104,"   勾选“使用该设备作为主监视器”和“将Windows桌面扩展在该监视器上”两项，再选择应用，确定。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""总行向分行信息技术部门借用设备时，借用部门填写《华夏银行信息系统设备借用单》，注明借用部门，借用设备名称、型号，借用用途，借用时间，借用人姓名等。经借用设备的部门负责人批准，提交分行分管信息科技的行领导审批同意后，分行信息技术部门将所借设备交接给总行设备借用部门使用，并报本级行计划财务部门备案。"",102,0.07228915662650602
33,"5.	安装过程中如果出现问题	25",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""7.3.1 分行问题主责人按照总行问题解决要求制定问题解决方案，经分行信息技术部门负责人审核同意后，在规定时限内牵头解决问题。在解决过程中应及时将进展情况上报分行信息技术部负责人；若问题是总行提交，还应及时向总行问题经理通报问题处理情况。"",3161,0.09230769230769231
33,"5.	安装过程中如果出现问题	25",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""7.3.2问题解决过程中，如无法彻底解决或预计解决时间超过此问题的解决时限时，需提出临时解决方案，经分行信息技术部门负责人审核同意后，可在生产环境实施。当具有彻底解决此问题的方案时，需重启此问题，进行彻底解决。"",3162,0.0967741935483871
33,"5.	安装过程中如果出现问题	25",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""7.3.3问题解决过程中，如涉及系统变更，按照我行信息系统变更管理相关规定执行。"",3163,0.25
230,"流水打印机硬件正常，无硬件故障。",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""（1）运行环境问题，主要包括机房水电、空调、综合布线等基础设施方面的问题；交换机、路由器、防火墙、通讯线路等网络方面的问题；主机、存储、虚拟化平台等系统硬件方面的问题；操作系统、中间件、数据库等系统软件方面的问题；与系统运行相关的参数配置等方面的问题。"",3103,0.0967741935483871
33,"5.	安装过程中如果出现问题	25",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""7.2.3若出现所分派的问题拒绝受理、解决时间超过要求时限以及对分派存在异议但未明确后续受理人等情况，分行问题经理报告分行信息技术部门负责人，由其负责协调解决。"",3159,0.125
33,"5.	安装过程中如果出现问题	25",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""6.3.3总行问题主责室是问题解决的牵头室，在解决问题的过程中，应将P2级及以上问题的受理、解决进展等情况及时上报部门分管负责人和问题涉及的关键系统风险总包负责人；若问题是分行提交，还应及时向分行问题经理通报问题处理情况。"",3142,0.09230769230769231
33,"5.	安装过程中如果出现问题	25",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""6.3.5在问题解决过程如涉及系统变更，按照我行信息系统变更管理相关规定执行。"",3144,0.25
33,"5.	安装过程中如果出现问题	25",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""6.3.2在解决问题时，如需其他室配合，问题主责室应发起配合申请，经问题主责室和配合室负责人审批通过后，问题配合室负责人指派本室人员作为问题配合人推动问题的解决，督促配合问题在规定时限内解决等；若配合室负责人审批不通过，需说明原因并向问题主责室反馈。"",3141,0.08450704225352113
33,"5.	安装过程中如果出现问题	25",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""6.2.4若出现所分派的问题拒绝受理但未明确后续受理主责室、解决时间超过要求时限等情况时，总行问题经理负责上报给分管问题主责室的部门负责人，由其负责协调解决。"",3130,0.13043478260869565
160,"C:其他设备一般只自动重启2次。D:关于提示的安装时间30分钟左右，具体安装时间根据各设备硬件配置而定，",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""因特殊情况（如生产系统故障、告警等）确需进行紧急变更的，可采用电话授权或临时召开评审会的方式进行紧急审批；如紧急变更涉及应用程序补丁发布，在紧急上版前必须依据我行生产系统版本发布的有关要求完成审批；其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续。紧急变更审批要求如下："",2838,0.07142857142857142
104,"   勾选“使用该设备作为主监视器”和“将Windows桌面扩展在该监视器上”两项，再选择应用，确定。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第四十二条 当机房设备位置发生变更时，申请人应于设备位置变更前填写《华夏银行信息系统设备位置变更申请表》（模板详见附件8），注明设备类型、型号、固定资产编号、产品序列号、应用维护责任人、原存放地点、变更后的存放地点、设备用途等信息，经机房设备管理员（分行为设备管理岗）、申请人所在室负责人审批同意后，方可进行设备位置变更。设备位置变更完成后，机房设备管理员（分行为设备管理岗）应及时对资源管理信息系统中相关设备信息进行更新。"",131,0.056074766355140186
104,"   勾选“使用该设备作为主监视器”和“将Windows桌面扩展在该监视器上”两项，再选择应用，确定。",华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,""第四十五条 总行信息技术部门负责设备管理的室（分行为设备管理岗）应定期组织对设备的使用和管理情况进行检查或抽查。"",137,0.15789473684210525
250,"       安装过程中如果遇到问题，请按以下方式联系：",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""（1）经所在室负责人审核同意，问题提出人向总行问题经理提交问题单。问题单包括但不限于以下内容：发生问题的系统名称、发生时间、现象描述、业务影响范围和影响程度、问题提出人、所在部门及联系方式等。"",3123,0.13793103448275862
250,"       安装过程中如果遇到问题，请按以下方式联系：",华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,""5.2 技术和业务人员在系统使用、配置、维护及监控过程中发现的，如不解决可能会影响系统正常运行的情况应提出问题。"",3119,0.15789473684210525
27,"4.	系统初始化和相关参数配置。	20",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""生产调度会原则上每周召开一次，讨论本周变更安排。评估范围原则上包括标准变更和解决P3级（含）以上生产问题或由网络、系统、安全等运维人员主动发起，为解决系统潜在风险进行的常规变更。如果变更不属于标准变更，且不属于解决P3级及以上生产问题的常规变更，变更方案制订人，分管变更方案制定、变更实施的部门负责人及该系统风险总包负责人应参加生产调度会。如参会人员缺席，则与该缺席人员相关的变更不在当周的调度会上讨论，不安排当周实施变更。"",2846,0.05084745762711865
27,"4.	系统初始化和相关参数配置。	20",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""生产调度会由信息技术部门数据中心负责人或以上人员主持，参会人员包括信息科技部门负责科技安全、生产运行、系统管理、应急与灾备、网络管理、项目管理、质量与版本管理、测试、变更方案制定室、变更实施室负责人或指定代理人（指定代理人需熟悉本室业务）以及其它与生产调度管理相关的人员。通过参数设置界面实现的核心系统控制参数变更，参数设置方案制定室和实施室负责人或指定代理人须参会。"",2845,0.06315789473684211
180,"ATM系统相关参数配置：（以下画面中括号内文字均为说明文字，并非屏幕显示文字）",华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,""（3）方案制定人负责组织制定变更方案，变更方案应包括变更计划开始时间和结束时间，实施步骤、操作分时计划（含变更中相关单位需要配合和确认的工作）、变更回退方案（含回退时间点和完成回退的时间）、变更风险评估、变更影响范围、是否会引起服务中断及服务中断时间、工作量估算、变更应急预案、变更前备份、验证方案等，与业务相关的变更还需提交测试报告。如变更系统包含多个节点，变更方案要包括每个节点的操作。对于有同城、异地灾备部署的系统，变更方案要包括同城、异地灾备环境的变更操作。方案制定人对变更方案的正确性和完整性负责。"",2814,0.05673758865248227
