期间,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,常规变更和标准变更的变更日期要依据年度生产调度表执行年度生产调度表由信息科技部门负责生产运行的室编制原则上每周四周六作为常规变更日周四或周六如为特殊日期如结息日年终决算前二周国家重大活动开幕闭幕期间等由生产调度会确定其他日期作为变更日每月最后两个工作日原则上不作为变更日周四变更日原则上不进行与客户相关系统的变更周六变更日主要实施与客户相关系统的变更当日不对外服务系统的变更以及超过周四变更日变更总量的变更,2865
操作,公积金系统升级操作执行表,112,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第二十四条设备的安装应按照生产系统硬件设备安装升级及备件更换操作流程执行,90
升级,公积金系统升级操作执行表,112,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第二十四条设备的安装应按照生产系统硬件设备安装升级及备件更换操作流程执行,90
系统,公积金系统升级操作执行表,112,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第二十四条设备的安装应按照生产系统硬件设备安装升级及备件更换操作流程执行,90
切换,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,灾备环境硬件系统软件及基础设施等变更不需再进行单独审批在确认对生产环境无影响的前提下可根据实际需求实施同城灾备环境实施由负责生产环境变更实施的室负责异地灾备环境实施由负责应急与灾备管理的室负责负责生产环境变更实施的室提供技术支持灾备环境变更实施前如生产环境需向灾备环境切换切换前需对灾备环境进行追加变更,2854
系统,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,灾备环境硬件系统软件及基础设施等变更不需再进行单独审批在确认对生产环境无影响的前提下可根据实际需求实施同城灾备环境实施由负责生产环境变更实施的室负责异地灾备环境实施由负责应急与灾备管理的室负责负责生产环境变更实施的室提供技术支持灾备环境变更实施前如生产环境需向灾备环境切换切换前需对灾备环境进行追加变更,2854
软件,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,灾备环境硬件系统软件及基础设施等变更不需再进行单独审批在确认对生产环境无影响的前提下可根据实际需求实施同城灾备环境实施由负责生产环境变更实施的室负责异地灾备环境实施由负责应急与灾备管理的室负责负责生产环境变更实施的室提供技术支持灾备环境变更实施前如生产环境需向灾备环境切换切换前需对灾备环境进行追加变更,2854
技术,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,灾备环境硬件系统软件及基础设施等变更不需再进行单独审批在确认对生产环境无影响的前提下可根据实际需求实施同城灾备环境实施由负责生产环境变更实施的室负责异地灾备环境实施由负责应急与灾备管理的室负责负责生产环境变更实施的室提供技术支持灾备环境变更实施前如生产环境需向灾备环境切换切换前需对灾备环境进行追加变更,2854
操作,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,变更申请和受理室应充分识别分析评估重要信息系统变更风险包括系统功能缺陷客户信息泄露业务中断交易缓慢或其他因素可能造成的操作风险法律风险和声誉风险并牵头形成风险评估报告,2889
系统,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,变更申请和受理室应充分识别分析评估重要信息系统变更风险包括系统功能缺陷客户信息泄露业务中断交易缓慢或其他因素可能造成的操作风险法律风险和声誉风险并牵头形成风险评估报告,2889
信息,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,变更申请和受理室应充分识别分析评估重要信息系统变更风险包括系统功能缺陷客户信息泄露业务中断交易缓慢或其他因素可能造成的操作风险法律风险和声誉风险并牵头形成风险评估报告,2889
系统,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,技术和业务人员在系统使用配置维护及监控过程中发现的如不解决可能会影响系统正常运行的情况应提出问题,3119
业务,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,技术和业务人员在系统使用配置维护及监控过程中发现的如不解决可能会影响系统正常运行的情况应提出问题,3119
配置,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,技术和业务人员在系统使用配置维护及监控过程中发现的如不解决可能会影响系统正常运行的情况应提出问题,3119
系统,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,运行环境问题主要包括机房水电空调综合布线等基础设施方面的问题交换机路由器防火墙通讯线路等网络方面的问题主机存储虚拟化平台等系统硬件方面的问题操作系统中间件数据库等系统软件方面的问题与系统运行相关的参数配置等方面的问题,3103
配置,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,运行环境问题主要包括机房水电空调综合布线等基础设施方面的问题交换机路由器防火墙通讯线路等网络方面的问题主机存储虚拟化平台等系统硬件方面的问题操作系统中间件数据库等系统软件方面的问题与系统运行相关的参数配置等方面的问题,3103
参数,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,运行环境问题主要包括机房水电空调综合布线等基础设施方面的问题交换机路由器防火墙通讯线路等网络方面的问题主机存储虚拟化平台等系统硬件方面的问题操作系统中间件数据库等系统软件方面的问题与系统运行相关的参数配置等方面的问题,3103
系统,检查公积金系统网络环境使用用户登录应用主机执行命令查看系统上下级节点是否全部保持联通状态保证外连节点连接状态正常,161,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第八条总行信息技术部门负责设备管理的室负责设备固定资产管理组织验收盘点报废技术鉴定等负责系统管理机房基础设施管理网络管理科技安全管理的室分别是计算机主机和外围设备机房基础设施设备网络设备和安全设备的归口管理室负责设备的日常管理和维护并参与设备的验收负责商务管理的室负责设备商务合同管理,54
主机,检查公积金系统网络环境使用用户登录应用主机执行命令查看系统上下级节点是否全部保持联通状态保证外连节点连接状态正常,161,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第八条总行信息技术部门负责设备管理的室负责设备固定资产管理组织验收盘点报废技术鉴定等负责系统管理机房基础设施管理网络管理科技安全管理的室分别是计算机主机和外围设备机房基础设施设备网络设备和安全设备的归口管理室负责设备的日常管理和维护并参与设备的验收负责商务管理的室负责设备商务合同管理,54
网络,检查公积金系统网络环境使用用户登录应用主机执行命令查看系统上下级节点是否全部保持联通状态保证外连节点连接状态正常,161,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第八条总行信息技术部门负责设备管理的室负责设备固定资产管理组织验收盘点报废技术鉴定等负责系统管理机房基础设施管理网络管理科技安全管理的室分别是计算机主机和外围设备机房基础设施设备网络设备和安全设备的归口管理室负责设备的日常管理和维护并参与设备的验收负责商务管理的室负责设备商务合同管理,54
系统,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,涉及系统平台含操作系统数据库中间件等相关参数配置等方面的问题由信息科技部门负责系统管理的室作为问题主责室牵头解决涉及应用系统参数含操作系统数据库中间件等与应用系统相关的参数等方面的问题由信息科技部门负责应用系统维护的室作为问题主责室牵头解决,3135
配置,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,涉及系统平台含操作系统数据库中间件等相关参数配置等方面的问题由信息科技部门负责系统管理的室作为问题主责室牵头解决涉及应用系统参数含操作系统数据库中间件等与应用系统相关的参数等方面的问题由信息科技部门负责应用系统维护的室作为问题主责室牵头解决,3135
参数,回退需根据上线指挥指令进行回退时点遵照上线指挥的指令应避免在业务时间回退只回退应用参数配置不回退业务数据本次升级未对系统现存表的结构现存系统参数配置做变更数据库方面无需回退新增配置对原有业务无影响也无需回退,216,华银制〔2014〕309号__华夏银行信息系统问题管理实施细则.doc,涉及系统平台含操作系统数据库中间件等相关参数配置等方面的问题由信息科技部门负责系统管理的室作为问题主责室牵头解决涉及应用系统参数含操作系统数据库中间件等与应用系统相关的参数等方面的问题由信息科技部门负责应用系统维护的室作为问题主责室牵头解决,3135
状态,检查公积金系统网络环境使用用户登录应用主机执行命令查看系统上下级节点是否全部保持联通状态保证外连节点连接状态正常,161,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第二十二条设备领用时固定资产实物管理部门对设备进行出库管理在资源管理信息系统中录入使用机构领用部门放置地点领用人设备状态设备用途所属项目或应用系统等信息打印固定资产标签并统一粘贴到设备明显位置并与设备领用部门办理交接手续,85
应用,检查公积金系统网络环境使用用户登录应用主机执行命令查看系统上下级节点是否全部保持联通状态保证外连节点连接状态正常,161,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第二十二条设备领用时固定资产实物管理部门对设备进行出库管理在资源管理信息系统中录入使用机构领用部门放置地点领用人设备状态设备用途所属项目或应用系统等信息打印固定资产标签并统一粘贴到设备明显位置并与设备领用部门办理交接手续,85
系统,检查公积金系统网络环境使用用户登录应用主机执行命令查看系统上下级节点是否全部保持联通状态保证外连节点连接状态正常,161,华银制〔2014〕197号__华夏银行信息系统设备管理办法.doc,第二十二条设备领用时固定资产实物管理部门对设备进行出库管理在资源管理信息系统中录入使用机构领用部门放置地点领用人设备状态设备用途所属项目或应用系统等信息打印固定资产标签并统一粘贴到设备明显位置并与设备领用部门办理交接手续,85
安排,升级实施人员安排,166,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,生产调度会原则上每周召开一次讨论本周变更安排评估范围原则上包括标准变更和解决级含以上生产问题或由网络系统安全等运维人员主动发起为解决系统潜在风险进行的常规变更如果变更不属于标准变更且不属于解决级及以上生产问题的常规变更变更方案制订人分管变更方案制定变更实施的部门负责人及该系统风险总包负责人应参加生产调度会如参会人员缺席则与该缺席人员相关的变更不在当周的调度会上讨论不安排当周实施变更,2846
实施,升级实施人员安排,166,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,生产调度会原则上每周召开一次讨论本周变更安排评估范围原则上包括标准变更和解决级含以上生产问题或由网络系统安全等运维人员主动发起为解决系统潜在风险进行的常规变更如果变更不属于标准变更且不属于解决级及以上生产问题的常规变更变更方案制订人分管变更方案制定变更实施的部门负责人及该系统风险总包负责人应参加生产调度会如参会人员缺席则与该缺席人员相关的变更不在当周的调度会上讨论不安排当周实施变更,2846
人员,升级实施人员安排,166,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,生产调度会原则上每周召开一次讨论本周变更安排评估范围原则上包括标准变更和解决级含以上生产问题或由网络系统安全等运维人员主动发起为解决系统潜在风险进行的常规变更如果变更不属于标准变更且不属于解决级及以上生产问题的常规变更变更方案制订人分管变更方案制定变更实施的部门负责人及该系统风险总包负责人应参加生产调度会如参会人员缺席则与该缺席人员相关的变更不在当周的调度会上讨论不安排当周实施变更,2846
应用,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,信息技术部门负责生产运行的室应建立生产数据下载台账科技开发部门负责系统应用维护的室要严格按照技术方案实施生产数据下载下载方案实施人员复核人员和生产数据使用人员应对已下载生产数据与申请数据的一致性负责已下载生产数据进行压缩加密加密规则要求最低不少于位的数字字母和特殊字符组成并将已压缩的数据放置在移交专用机器上删除操作机器上的临时数据分行申请下载的数据由科技开发部门负责系统应用维护的室实施下载信息技术部门负责生产运行的室通过指定的移交专用机器发送给分行信息技术部门由分行信息技术部门负责后续移交,1566
操作,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,信息技术部门负责生产运行的室应建立生产数据下载台账科技开发部门负责系统应用维护的室要严格按照技术方案实施生产数据下载下载方案实施人员复核人员和生产数据使用人员应对已下载生产数据与申请数据的一致性负责已下载生产数据进行压缩加密加密规则要求最低不少于位的数字字母和特殊字符组成并将已压缩的数据放置在移交专用机器上删除操作机器上的临时数据分行申请下载的数据由科技开发部门负责系统应用维护的室实施下载信息技术部门负责生产运行的室通过指定的移交专用机器发送给分行信息技术部门由分行信息技术部门负责后续移交,1566
系统,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,信息技术部门负责生产运行的室应建立生产数据下载台账科技开发部门负责系统应用维护的室要严格按照技术方案实施生产数据下载下载方案实施人员复核人员和生产数据使用人员应对已下载生产数据与申请数据的一致性负责已下载生产数据进行压缩加密加密规则要求最低不少于位的数字字母和特殊字符组成并将已压缩的数据放置在移交专用机器上删除操作机器上的临时数据分行申请下载的数据由科技开发部门负责系统应用维护的室实施下载信息技术部门负责生产运行的室通过指定的移交专用机器发送给分行信息技术部门由分行信息技术部门负责后续移交,1566
